,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,贵金属,BK0732,1151.13,17.05,1.5,824303248000,0.0,13,0,*ST中润,4.84
1,2,工程机械,BK0739,1424.49,14.41,1.02,592871200000,0.0,14,10,荣亿精密,29.99
2,3,汽车服务,BK1016,879.52,5.6,0.64,66313465000,0.0,4,6,申华控股,10.09
3,4,造纸印刷,BK0470,8634.42,39.64,0.46,247015636000,0.0,13,20,柏星龙,30.0
4,5,公用事业,BK0427,8020.94,31.93,0.4,191066973000,0.0,8,8,惠天热电,10.13
5,6,工程建设,BK0425,21052.28,82.79,0.39,1494105552000,0.0,23,26,润农节水,29.9
6,7,光学光电子,BK1038,1378.06,4.36,0.32,1059028896000,0.0,37,48,华映科技,10.04
7,8,环保行业,BK0728,399.04,1.18,0.3,604962544000,0.0,33,69,恒合股份,25.35
8,9,美容护理,BK1035,789.84,2.3,0.29,302217952000,0.0,9,15,青岛金王,10.05
9,10,教育,BK0740,669.15,1.84,0.28,92264805000,0.0,2,13,豆神教育,20.03
10,11,化肥行业,BK0731,1284.25,3.11,0.24,360530112000,0.0,7,10,川发龙蟒,10.0
11,12,燃气,BK1028,1443.15,2.3,0.16,280970496000,0.0,7,17,大众公用,9.78
12,13,化学原料,BK1019,731.47,1.07,0.15,830406752000,0.0,25,40,湖北宜化,10.01
13,14,房地产开发,BK0451,12518.13,14.83,0.12,1144751872000,0.0,25,39,华夏幸福,10.11
14,15,通信服务,BK0736,1007.87,1.09,0.11,3188875888000,0.0,13,19,会畅通讯,6.34
15,16,汽车零部件,BK0481,31329.75,23.96,0.08,1585401584000,0.0,67,121,安徽凤凰,25.8
16,17,汽车整车,BK1029,1529.2,1.06,0.07,2096733104000,0.0,8,15,力帆科技,4.21
17,18,消费电子,BK1037,1374.39,0.87,0.06,2013032352000,0.0,29,58,格林精密,19.99
18,19,家电行业,BK0456,18714.55,11.32,0.06,1936242848000,0.0,30,48,格利尔,20.72
19,20,专业服务,BK1043,1131.61,0.4,0.04,202975166000,0.0,13,18,青矩技术,3.32
20,21,小金属,BK1027,1705.0,0.31,0.02,616802832000,0.0,12,16,正海磁材,2.96
21,22,生物制品,BK1044,848.49,0.13,0.02,1272901264000,0.0,21,33,欧康医药,5.71
22,23,银行,BK0475,3542.88,0.4,0.01,12437290240000,0.0,9,14,长沙银行,1.33
23,24,商业百货,BK0482,13746.65,-0.51,0.0,466294784000,0.0,20,32,厦门信达,10.1
24,25,航运港口,BK0450,9769.37,-1.16,-0.01,1044749600000,0.0,10,13,凤凰航运,10.0
25,26,电子元件,BK0459,22266.72,-3.43,-0.02,1832562992000,0.0,51,72,迅安科技,10.23
26,27,医药商业,BK1042,954.38,-0.18,-0.02,324656128000,0.0,9,14,柳药集团,2.55
27,28,旅游酒店,BK0485,14185.4,-3.74,-0.03,354576256000,0.0,3,23,凯撒旅业,10.04
28,29,电网设备,BK0457,24033.32,-10.72,-0.04,1259764928000,0.0,39,69,摩恩电气,10.04
29,30,多元金融,BK0738,602.1,-0.28,-0.05,498500976000,0.0,7,12,中粮资本,9.95
30,31,电力行业,BK0428,15864.63,-10.45,-0.07,3061088048000,0.0,20,40,电投产融,10.01
31,32,互联网服务,BK0447,21295.91,-19.27,-0.09,1585539376000,0.0,41,81,华宇软件,18.81
32,33,石油行业,BK0464,5142.07,-4.95,-0.1,3717018160000,0.0,7,7,统一股份,2.81
33,34,化学制品,BK0538,22099.57,-27.84,-0.13,1266846768000,0.0,41,90,星华新材,11.2
34,35,仪器仪表,BK0458,13243.32,-18.25,-0.14,274462688000,0.0,23,33,驰诚股份,14.03
35,36,专用设备,BK0910,2221.15,-3.39,-0.15,1421333008000,0.0,75,130,瑞星股份,15.81
36,37,食品饮料,BK0438,22980.26,-35.3,-0.15,1557562528000,0.0,40,59,有友食品,10.01
37,38,保险,BK0474,1432.45,-2.43,-0.17,3136776304000,0.0,2,3,中国人保,1.24
38,39,航空机场,BK0420,4545.21,-7.95,-0.17,652256528000,0.0,3,9,华夏航空,1.01
39,40,工程咨询服务,BK0726,690.54,-1.33,-0.19,189194527000,0.0,12,20,华建集团,5.6
40,41,通用设备,BK0545,28385.28,-55.12,-0.19,1063313344000,0.0,66,105,华昌达,18.28
41,42,农药兽药,BK0730,924.22,-1.85,-0.2,263467117000,0.0,15,24,*ST红阳,5.05
42,43,电源设备,BK1034,1598.87,-3.73,-0.23,350744544000,0.0,6,21,上海电气,8.67
43,44,物流行业,BK0422,6133.0,-16.55,-0.27,1111973696000,0.0,13,29,原尚股份,4.27
44,45,电机,BK1030,1578.28,-4.32,-0.27,167017636000,0.0,8,12,迪贝电气,0.96
45,46,有色金属,BK0478,15458.05,-45.99,-0.3,1086581968000,0.0,19,36,银邦股份,9.97
46,47,煤炭行业,BK0437,10871.95,-33.13,-0.3,1918198064000,0.0,11,17,淮北矿业,0.91
47,48,中药,BK1040,1417.41,-4.51,-0.32,940623232000,0.0,16,42,启迪药业,9.99
48,49,综合行业,BK0539,9422.56,-31.49,-0.33,184230273000,0.0,5,13,复旦复华,9.97
49,50,软件开发,BK0737,999.37,-3.41,-0.34,2125736944000,0.0,50,119,凌志软件,19.93
50,51,化学制药,BK0465,28725.83,-99.57,-0.35,1700834512000,0.0,38,78,美诺华,4.6
51,52,铁路公路,BK0421,8195.02,-29.22,-0.36,420689792000,0.0,7,14,海汽集团,1.25
52,53,塑料制品,BK0454,11508.58,-41.73,-0.36,348164560000,0.0,24,46,沪江材料,13.64
53,54,采掘行业,BK1017,1105.38,-4.01,-0.36,309546384000,0.0,4,9,海油发展,0.44
54,55,橡胶制品,BK1018,1317.6,-4.96,-0.38,275740560000,0.0,8,16,中裕科技,7.12
55,56,农牧饲渔,BK0433,12546.79,-48.1,-0.38,965179920000,0.0,26,47,平潭发展,9.96
56,57,风电设备,BK1032,1019.84,-4.12,-0.4,297922144000,0.0,6,18,中际联合,5.24
57,58,证券,BK0473,142791.35,-606.06,-0.42,3352749280000,0.0,10,33,第一创业,1.41
58,59,文化传媒,BK0486,9181.93,-39.35,-0.43,1041337936000,0.0,24,59,因赛集团,19.99
59,60,电池,BK1033,893.94,-3.88,-0.43,1981961408000,0.0,20,43,德瑞锂电,8.1
60,61,包装材料,BK0733,900.67,-3.97,-0.44,120322630000,0.0,9,13,*ST金时,2.42
61,62,家用轻工,BK0440,34238.28,-160.83,-0.47,262988679000,0.0,10,20,瑞贝卡,10.04
62,63,装修建材,BK0476,11772.32,-56.42,-0.48,446816240000,0.0,20,42,丰林集团,10.13
63,64,半导体,BK1036,1308.18,-6.43,-0.49,4191260608000,0.0,39,91,华天科技,9.99
64,65,交运设备,BK0429,8807.3,-46.36,-0.52,678163264000,0.0,9,25,春风动力,2.4
