,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日涨停_含一字,BK1050,34733.11,1093.5,3.25,1501358368000,0.52,84,29,渤海租赁,10.11
1,2,昨日连板,BK0816,92075.32,2775.5,3.11,500148384000,0.56,17,8,渤海租赁,10.11
2,3,昨日连板_含一字,BK1051,456.25,11.79,2.65,691889232000,0.55,27,16,渤海租赁,10.11
3,4,昨日涨停,BK0815,184.85,4.74,2.63,1426688432000,0.53,73,27,渤海租赁,10.11
4,5,减速器,BK1100,997.46,21.76,2.23,389550912000,0.11,41,10,英洛华,9.96
5,6,稀土永磁,BK0578,2218.65,44.73,2.06,943514416000,0.31,35,17,英洛华,9.96
6,7,机器人执行器,BK1145,993.1,18.26,1.87,325650032000,0.04,20,3,英洛华,9.96
7,8,麒麟电池,BK1092,1051.5,15.57,1.5,1161459136000,0.05,4,4,富临精工,8.02
8,9,中超概念,BK0635,2150.18,29.97,1.41,219436367000,0.07,5,2,华夏幸福,9.96
9,10,同步磁阻电机,BK1131,1105.79,13.19,1.21,45657926000,0.14,4,1,新时达,2.81
10,11,科创板做市商,BK1107,1466.18,15.49,1.07,1829094448000,0.01,14,0,国信证券,1.91
11,12,代糖概念,BK0938,836.26,8.47,1.02,124438687000,0.01,12,3,华康股份,9.97
12,13,小金属概念,BK0695,2318.92,21.08,0.92,2846830992000,0.13,74,26,英洛华,9.96
13,14,稀缺资源,BK0519,23106.07,182.6,0.8,3232894080000,0.05,62,10,云南锗业,10.0
14,15,PLC概念,BK1119,1025.92,7.57,0.74,301455840000,0.02,6,3,英威腾,2.87
15,16,券商概念,BK0711,1125.67,8.11,0.73,4040445936000,0.04,50,4,东兴证券,4.22
16,17,肝素概念,BK0944,853.67,6.04,0.71,213960697000,0.01,8,4,常山药业,4.57
17,18,华为汽车,BK0984,1622.66,11.4,0.71,1452139424000,0.05,47,42,蓝黛科技,10.01
18,19,钛白粉,BK0805,1026.21,6.32,0.62,146199092000,0.11,6,4,金浦钛业,7.22
19,20,超导概念,BK0679,3564.19,21.52,0.61,232262080000,0.09,9,5,联创光电,10.0
20,21,蒙脱石散,BK1123,969.58,5.47,0.57,60611768000,0.01,9,1,易明医药,1.3
21,22,汽车拆解,BK0943,991.61,5.13,0.52,239901778000,0.05,11,5,*ST东园,4.37
22,23,人脑工程,BK0706,3227.72,16.65,0.52,280371344000,0.04,11,8,汉威科技,9.39
23,24,青蒿素,BK0872,1494.4,7.09,0.48,285564160000,0.02,7,3,润都股份,3.67
24,25,参股保险,BK0604,2171.98,9.87,0.46,5590513408000,0.02,49,22,渤海租赁,10.11
25,26,创新药,BK1106,1068.66,4.7,0.44,1528388752000,0.05,50,17,常山药业,4.57
26,27,超级真菌,BK0862,1024.98,4.41,0.43,508867888000,0.02,14,5,润都股份,3.67
27,28,GDR,BK0868,895.75,3.63,0.41,1520312672000,0.01,8,0,格林美,1.54
28,29,重组蛋白,BK1063,737.68,2.76,0.38,154640386000,0.0,10,1,康乐卫士,1.09
29,30,体外诊断,BK0841,1149.78,4.26,0.37,968954432000,0.01,28,25,浩欧博,20.0
