,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日连板_含一字,BK1051,651.66,32.34,5.22,102536697000,4.88,12,4,粤桂股份,9.97
1,2,昨日连板,BK0816,121091.87,4576.41,3.93,66026002000,4.31,8,3,三维化学,10.01
2,3,低碳冶金,BK0979,957.13,32.27,3.49,316256608000,0.65,7,1,河钢股份,8.76
3,4,破净股,BK1112,1251.74,33.84,2.78,20803298304000,0.46,360,38,海宁皮城,9.93
4,5,光伏高速公路,BK1096,1274.93,29.15,2.34,105297022000,0.65,6,1,现代投资,9.9
5,6,昨日涨停_含一字,BK1050,44607.37,889.61,2.03,580600848000,6.98,48,31,粤桂股份,9.97
6,7,滨海新区,BK0566,9823.49,185.78,1.93,230098347000,1.2,12,7,滨海能源,10.02
7,8,熔盐储能,BK1103,764.44,13.05,1.74,71837050000,1.09,5,4,东华科技,9.67
8,9,昨日涨停,BK0815,229.56,3.67,1.62,543346096000,7.06,43,29,粤桂股份,9.97
9,10,REITs概念,BK0992,831.98,12.14,1.48,913967952000,0.73,17,8,现代投资,9.9
10,11,京津冀,BK0684,1622.03,22.71,1.42,624420128000,1.37,30,21,津投城开,10.05
11,12,有机硅,BK0961,1171.13,13.78,1.19,309071408000,1.05,19,12,硅宝科技,19.97
12,13,证金持股,BK0718,1315.37,14.2,1.09,37180134912000,0.27,154,76,佛塑科技,10.05
13,14,万达概念,BK0831,1028.47,10.54,1.04,611953664000,0.65,11,3,上汽集团,10.02
14,15,中特估,BK1139,1108.94,11.29,1.03,22620831488000,0.2,60,20,鞍钢股份,7.63
15,16,RCEP概念,BK0962,965.45,8.77,0.92,191444133000,0.77,15,8,好想你,8.25
16,17,煤化工,BK0492,8889.35,75.86,0.86,2555912688000,1.05,52,19,三维化学,10.01
17,18,超超临界发电,BK1087,1173.83,9.06,0.78,924749280000,0.44,29,12,上海能源,7.88
18,19,AH股,BK0499,7671.45,53.72,0.71,32484483584000,0.21,91,57,美凯龙,9.97
19,20,汽车拆解,BK0943,1052.66,7.2,0.69,259303753000,1.09,9,9,交运股份,9.98
20,21,草甘膦,BK0950,1476.76,10.04,0.68,159381329000,0.59,8,5,新安股份,3.51
21,22,超级电容,BK0703,3396.09,20.35,0.6,649949632000,1.15,16,18,赫美集团,9.94
22,23,中超概念,BK0635,2190.03,12.86,0.59,226712433000,0.92,4,4,绿地控股,8.89
23,24,上证50_,BK0611,1833.53,10.65,0.58,26102393856000,0.15,32,17,上汽集团,10.02
24,25,抽水蓄能,BK1003,1252.02,7.13,0.57,944811968000,0.3,22,9,中铁工业,3.94
25,26,碳基材料,BK1006,780.15,4.43,0.57,184341397000,0.99,10,9,翔丰华,10.57
26,27,天然气,BK0843,1301.3,6.76,0.52,4855488000000,0.29,76,46,水发燃气,10.0
27,28,退税商店,BK0933,1063.51,5.42,0.51,132811979000,0.37,7,3,豫园股份,4.19
28,29,中字头,BK0505,8511.46,42.43,0.5,16404527872000,0.3,60,40,中储股份,10.08
29,30,低价股,BK1053,932.31,4.36,0.47,2041155200000,1.21,117,88,津投城开,10.05
30,31,石墨烯,BK0617,1882.48,8.67,0.46,852858336000,1.01,29,40,佛塑科技,10.05
31,32,央视50_,BK0610,2212.78,9.96,0.45,15183157504000,0.19,26,21,上汽集团,10.02
32,33,GDR,BK0868,913.52,4.02,0.44,1500549168000,0.24,7,4,国轩高科,2.01
33,34,参股券商,BK0514,13158.67,56.35,0.43,4346051584000,0.87,75,58,南京化纤,10.0
34,35,第四代半导体,BK1121,1470.07,6.06,0.41,117879621000,0.76,2,1,衢州发展,4.47
35,36,参股保险,BK0604,2260.35,8.4,0.37,5624942080000,0.59,44,38,岭南股份,10.03
36,37,土地流转,BK0632,1571.96,5.11,0.33,443528064000,0.99,22,25,世荣兆业,10.05
37,38,疫苗冷链,BK0941,1138.55,3.7,0.33,496822240000,0.66,12,16,嘉事堂,9.98
38,39,粤港自贸,BK0677,2907.3,9.31,0.32,1062940208000,1.1,39,29,世荣兆业,10.05
39,40,参股期货,BK0524,28888.43,92.14,0.32,3290352288000,0.71,24,23,中科金财,9.98
40,41,屏下摄像,BK0947,1039.08,3.29,0.32,540820288000,1.04,4,6,维信诺,10.02
41,42,工业气体,BK0981,1465.99,3.93,0.27,386354560000,0.64,12,14,诚志股份,10.01
42,43,生物质能发电,BK1098,919.71,2.45,0.27,204288692000,0.61,17,9,泰达股份,2.54
43,44,绿色电力,BK1024,996.37,2.62,0.26,4709423872000,0.39,87,39,上海能源,7.88
44,45,统一大市场,BK1077,1077.55,2.54,0.24,364365008000,1.3,19,20,中储股份,10.08
45,46,标准普尔,BK0879,1441.31,3.27,0.23,57180105984000,0.52,542,483,海宁皮城,9.93
46,47,快递概念,BK0990,883.43,1.98,0.22,611096304000,0.95,20,21,佛塑科技,10.05
47,48,冷链物流,BK0852,1656.35,3.21,0.19,1498659856000,0.8,49,61,中储股份,10.08
48,49,上证180_,BK0612,1504.35,2.87,0.19,41176675840000,0.24,96,81,上汽集团,10.02
49,50,进口博览,BK0850,938.2,1.34,0.14,246100553000,0.57,8,7,美凯龙,9.97
50,51,环氧丙烷,BK1011,531.19,0.58,0.11,342912864000,0.59,9,6,华泰股份,3.0
51,52,黄金概念,BK0547,11321.26,10.9,0.1,1526354592000,0.56,25,27,上海建工,5.06
52,53,地摊经济,BK0924,1692.4,1.59,0.09,605416672000,1.0,13,21,海宁皮城,9.93
53,54,稀缺资源,BK0519,22658.38,21.16,0.09,3120520144000,0.46,35,38,上海能源,7.88
54,55,维生素,BK0895,1642.85,1.12,0.07,418465872000,0.51,12,15,圣达生物,9.99
55,56,举牌,BK0685,2022.92,1.28,0.06,174449567000,1.18,7,5,高澜股份,4.56
56,57,固态电池,BK0968,1606.22,1.01,0.06,4874397184000,1.61,65,95,上海洗霸,10.02
57,58,油气设服,BK0606,1536.37,0.72,0.05,1915129808000,0.55,31,31,辽宁成大,6.72
58,59,可燃冰,BK0818,1127.4,0.46,0.04,314606256000,0.34,8,6,广州发展,3.59
59,60,租售同权,BK0822,781.77,0.24,0.03,479887344000,0.74,12,6,天健集团,4.96
60,61,装配建筑,BK0945,941.08,0.25,0.03,1583487856000,0.9,41,48,东易日盛,9.93
61,62,肝素概念,BK0944,854.97,0.22,0.03,214004979000,0.47,6,5,力生制药,2.87
62,63,生态农业,BK0669,1186.46,0.2,0.02,271931552000,0.81,21,21,好想你,8.25
63,64,IPO受益,BK0697,3062.84,-0.09,0.0,2298541168000,0.84,29,25,南京化纤,10.0
64,65,HS300_,BK0500,10493.02,-1.08,-0.01,56285181696000,0.26,153,137,上汽集团,10.02
65,66,风能,BK0595,1846.75,-0.21,-0.01,6457349120000,0.43,112,97,南京化纤,10.0
66,67,页岩气,BK0603,1805.02,-0.25,-0.01,2690609424000,0.49,19,20,永泰能源,9.03
67,68,内贸流通,BK1001,1139.31,-0.3,-0.03,1446128816000,1.11,76,84,嘉事堂,9.98
68,69,氢能源,BK0864,1036.38,-0.39,-0.04,4731520768000,0.58,109,127,三维化学,10.01
69,70,核能核电,BK0577,1865.97,-0.77,-0.04,2826392112000,0.82,56,78,三钢闽光,10.14
70,71,MSCI中国,BK0821,1190.95,-0.63,-0.05,62188695040000,0.39,267,275,上汽集团,10.02
71,72,海洋经济,BK0623,2325.18,-1.35,-0.06,725843168000,0.49,16,10,宝新能源,2.4
72,73,海工装备,BK0601,1568.35,-1.16,-0.07,1247045904000,0.62,17,23,克莱特,22.9
73,74,中证500,BK0701,1951.06,-2.01,-0.1,13146109696000,0.83,221,270,美凯龙,9.97
74,75,新能源,BK0493,13581.51,-14.44,-0.11,5742130432000,0.59,100,102,诚志股份,10.01
75,76,鸡肉概念,BK0887,732.56,-0.8,-0.11,372066544000,0.38,10,8,益生股份,3.89
76,77,上证380,BK0705,2293.09,-2.54,-0.11,8664087040000,0.48,185,190,物产中大,9.39
77,78,PPP模式,BK0721,675.47,-0.75,-0.11,2456762768000,1.05,70,78,大千生态,9.99
78,79,氟化工,BK0690,3012.02,-3.79,-0.13,581003936000,0.77,13,19,东岳硅材,5.76
79,80,参股银行,BK0525,9997.8,-12.63,-0.13,11348593664000,0.55,114,101,佛塑科技,10.05
80,81,社保重仓,BK0520,9718.72,-13.02,-0.13,426357808000,0.67,13,19,明月镜片,7.04
81,82,东盟自贸区概念,BK1154,1037.17,-1.43,-0.14,170765614000,0.41,6,8,五洲交通,3.44
82,83,青蒿素,BK0872,1502.39,-2.53,-0.17,286110848000,0.29,6,5,华润双鹤,1.02
83,84,AB股,BK0498,10899.14,-19.28,-0.18,1427155040000,0.89,39,32,深纺织Ａ,5.17
84,85,钒电池,BK1095,1129.31,-2.04,-0.18,545106784000,2.13,9,11,河钢股份,8.76
85,86,抗菌面料,BK1116,1114.02,-2.02,-0.18,76580107000,0.65,6,9,佛塑科技,10.05
86,87,超级品牌,BK0811,2345.43,-4.35,-0.19,8729692928000,0.65,11,16,上汽集团,10.02
87,88,央企改革,BK1140,1120.07,-2.19,-0.2,34013539840000,0.31,203,243,中储股份,10.08
88,89,氦气概念,BK0949,1401.31,-2.82,-0.2,96971912000,1.03,2,8,水发燃气,10.0
89,90,化工原料,BK0512,20286.27,-40.89,-0.2,1161346912000,0.68,31,36,渤海化学,10.0
90,91,东北振兴,BK0838,1082.65,-2.23,-0.21,656437056000,0.84,29,26,S佳通,4.99
91,92,独家药品,BK0676,2403.05,-5.74,-0.24,775031504000,0.53,17,23,华邦健康,3.28
92,93,单抗概念,BK0870,1434.9,-3.55,-0.25,1399204912000,0.36,16,30,国药一致,4.89
93,94,工程机械概念,BK0991,1194.76,-3.13,-0.26,918360256000,0.5,19,26,长龄液压,6.15
94,95,钠离子电池,BK0988,1250.12,-3.44,-0.27,1999369920000,1.0,18,33,上海洗霸,10.02
95,96,国企改革,BK0683,4102.09,-11.33,-0.28,37396214016000,0.62,596,719,粤桂股份,9.97
96,97,免税概念,BK0927,1152.9,-3.29,-0.28,958106448000,0.69,14,16,大商股份,6.1
97,98,人造肉,BK0866,967.82,-2.83,-0.29,177164734000,1.92,7,11,诚志股份,10.01
98,99,医疗美容,BK0889,1513.02,-5.16,-0.34,1017449936000,0.69,23,40,诚志股份,10.01
99,100,小金属概念,BK0695,2316.2,-7.95,-0.34,2777628896000,0.77,32,75,有研新材,10.02
100,101,肝炎概念,BK1078,1120.16,-3.96,-0.35,433747968000,0.85,13,31,热景生物,8.11
101,102,一带一路,BK0712,1234.27,-4.63,-0.37,13573005312000,0.52,187,238,海宁皮城,9.93
102,103,富时罗素,BK0867,1490.01,-5.69,-0.38,62576531200000,0.6,572,693,东方精工,10.01
103,104,养老金,BK0823,1272.26,-5.04,-0.39,3047857008000,0.46,83,98,华通线缆,6.32
104,105,沪股通,BK0707,1923.27,-7.66,-0.4,60243303168000,0.45,580,739,中储股份,10.08
105,106,痘病毒防治,BK1085,790.44,-3.28,-0.41,665824528000,0.67,20,36,热景生物,8.11
106,107,血氧仪,BK1122,896.09,-3.76,-0.42,134137907000,0.67,5,9,中科美菱,6.9
107,108,雄安新区,BK0813,869.41,-3.65,-0.42,2766409136000,1.24,65,96,东易日盛,9.93
108,109,白酒,BK0896,2206.54,-9.29,-0.42,3815498336000,0.75,18,30,绿地控股,8.89
109,110,医废处理,BK0914,1062.15,-4.8,-0.45,208110909000,1.17,15,17,现代投资,9.9
110,111,消毒剂,BK0913,1154.87,-5.44,-0.47,522313168000,0.72,19,36,上海洗霸,10.02
111,112,B股,BK0636,932.28,-4.81,-0.51,441118896000,0.08,24,49,深南电B,4.37
112,113,深成500,BK0568,1101.16,-5.87,-0.53,22050694912000,0.83,181,306,三钢闽光,10.14
113,114,铁路基建,BK0592,2183.26,-11.64,-0.53,3118603248000,0.51,43,72,克莱特,22.9
114,115,C2M概念,BK0955,1010.11,-5.45,-0.54,279442720000,1.07,12,24,酷特智能,15.29
115,116,深证100R,BK0743,1127.57,-6.14,-0.54,13015871232000,0.46,39,56,先导智能,12.85
116,117,碳交易,BK0966,1439.72,-7.9,-0.55,2640661456000,0.53,62,67,诚志股份,10.01
117,118,科创板做市商,BK1107,1506.55,-8.38,-0.55,1922062016000,0.3,3,10,东吴证券,0.25
118,119,长江三角,BK0594,2257.27,-13.03,-0.57,8316292352000,0.85,171,226,海宁皮城,9.93
119,120,啤酒概念,BK1073,1011.63,-5.96,-0.59,240473810000,0.49,5,12,品渥食品,1.15
120,121,新冠药物,BK1060,755.75,-4.54,-0.6,569326336000,0.69,16,40,诚志股份,10.01
121,122,调味品概念,BK1026,872.29,-5.3,-0.6,733079120000,0.6,12,18,云南能投,1.79
122,123,猪肉概念,BK0882,1201.43,-7.31,-0.6,896011440000,0.45,12,23,益生股份,3.89
123,124,垃圾分类,BK0873,1295.35,-7.98,-0.61,781174544000,0.79,43,58,现代投资,9.9
124,125,代糖概念,BK0938,847.28,-5.32,-0.62,130538658000,0.42,3,11,太阳纸业,2.68
125,126,健康中国,BK0719,1092.82,-6.9,-0.63,1531531072000,0.97,30,71,海宁皮城,9.93
126,127,钛白粉,BK0805,1012.13,-6.53,-0.64,143912160000,0.46,3,8,天原股份,1.11
127,128,新零售,BK0825,850.0,-5.62,-0.66,2530847248000,0.9,43,91,美凯龙,9.97
128,129,赛马概念,BK0709,632.32,-4.2,-0.66,17516934000,1.16,1,3,栖霞建设,2.9
129,130,麒麟电池,BK1092,1111.0,-7.46,-0.67,1272340592000,0.74,2,7,银邦股份,1.62
130,131,流感,BK0906,1459.06,-9.82,-0.67,1321820064000,0.76,39,62,热景生物,8.11
131,132,磷化工,BK1010,677.53,-4.71,-0.69,666164592000,0.66,16,23,中国化学,4.13
132,133,口罩,BK0911,1446.0,-10.08,-0.69,2707329040000,1.14,55,97,佛塑科技,10.05
133,134,燃料电池,BK0682,2945.95,-20.87,-0.7,2519644528000,0.99,49,93,诚志股份,10.01
134,135,上海自贸,BK0643,2917.95,-20.78,-0.71,993689872000,0.76,16,18,交运股份,9.98
135,136,中药概念,BK0615,2071.94,-14.84,-0.71,2013192112000,0.72,47,92,*ST吉药,7.02
136,137,茅指数,BK0999,709.06,-5.08,-0.71,12963885312000,0.37,11,29,万华化学,1.19
137,138,动力电池回收,BK1052,720.88,-5.26,-0.72,730929328000,1.0,12,25,道氏技术,4.9
138,139,社区团购,BK0965,792.2,-5.8,-0.73,563430720000,1.19,11,25,红旗连锁,7.59
139,140,宁组合,BK1000,532.93,-3.99,-0.74,4151054368000,0.41,5,19,恩捷股份,2.39
140,141,生物疫苗,BK0548,24924.43,-189.52,-0.75,1095823952000,0.6,20,47,辽宁成大,6.72
141,142,熊去氧胆酸,BK1120,959.85,-7.48,-0.77,353200144000,0.64,6,15,广生堂,4.36
142,143,长寿药,BK0936,935.59,-7.3,-0.77,128760101000,1.48,3,10,友阿股份,5.11
143,144,地塞米松,BK0929,1252.01,-9.93,-0.79,86281972000,0.66,3,5,吉林敖东,3.06
144,145,磁悬浮概念,BK0975,1628.99,-12.94,-0.79,790459280000,0.83,9,20,博菲电气,5.03
145,146,农业种植,BK0888,1953.88,-15.56,-0.79,714238784000,1.57,23,56,粤桂股份,9.97
146,147,百元股,BK1059,614.35,-5.04,-0.81,11413795840000,0.48,26,49,六九一二,13.41
147,148,病毒防治,BK0675,2387.61,-19.76,-0.82,1586730496000,0.61,27,88,热景生物,8.11
148,149,体外诊断,BK0841,1201.33,-9.97,-0.82,997091584000,0.66,17,50,热景生物,8.11
149,150,锂电池,BK0574,2846.16,-24.12,-0.84,7648455936000,1.11,114,257,滨海能源,10.02
150,151,同步磁阻电机,BK1131,1098.9,-9.42,-0.85,43367200000,0.95,2,4,孚日股份,0.83
151,152,新型城镇化,BK1080,858.47,-7.37,-0.85,426467664000,2.02,34,61,大千生态,9.99
