,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,汽车服务,BK1016,917.82,22.39,2.5,67988323000,0.0,8,2,申华控股,10.14
1,2,教育,BK0740,728.43,14.46,2.03,105571308000,0.0,6,6,豆神教育,19.9
2,3,电源设备,BK1034,1654.53,23.41,1.44,366658864000,0.0,13,9,科泰电源,20.03
3,4,家用轻工,BK0440,35086.28,493.7,1.43,262216680000,0.0,15,13,泰鹏智能,26.66
4,5,包装材料,BK0733,944.87,13.04,1.4,126179774000,0.0,18,8,王子新材,10.04
5,6,多元金融,BK0738,643.19,8.23,1.3,535853408000,0.0,8,9,陕国投Ａ,9.95
6,7,能源金属,BK1015,477.2,6.04,1.28,338880992000,0.0,3,6,中矿资源,10.01
7,8,光学光电子,BK1038,1450.89,16.24,1.13,1147147136000,0.0,49,31,福光股份,20.0
8,9,房地产开发,BK0451,13307.5,145.48,1.11,1214160448000,0.0,48,28,津投城开,10.18
9,10,航空机场,BK0420,4759.14,46.35,0.98,678991008000,0.0,4,5,海航控股,10.14
10,11,水泥建材,BK0424,24578.61,234.11,0.96,378488864000,0.0,9,11,福建水泥,9.98
11,12,光伏设备,BK1031,1313.38,12.41,0.95,1704585664000,0.0,31,26,聚和材料,12.19
12,13,非金属材料,BK1020,1165.3,10.67,0.92,369543808000,0.0,13,12,黄河旋风,8.53
13,14,房地产服务,BK1045,1127.94,10.04,0.9,95432717000,0.0,8,6,北辰实业,9.8
14,15,综合行业,BK0539,9892.08,81.66,0.83,207092337000,0.0,11,5,常山北明,9.04
15,16,风电设备,BK1032,1064.54,8.37,0.79,308788656000,0.0,9,12,电气风电,14.71
16,17,采掘行业,BK1017,1110.87,8.73,0.79,306522464000,0.0,10,7,科力股份,13.22
17,18,专业服务,BK1043,1138.87,8.69,0.77,206154792000,0.0,16,14,中机认检,20.0
18,19,装修装饰,BK0725,491.25,3.73,0.77,124006523000,0.0,16,11,瑞和股份,10.0
19,20,装修建材,BK0476,12231.02,89.37,0.74,457228080000,0.0,25,25,森泰股份,12.99
20,21,汽车整车,BK1029,1588.44,11.47,0.73,2074379120000,0.0,9,11,金龙汽车,9.99
21,22,钢铁行业,BK0479,7087.87,49.15,0.7,836879136000,0.0,19,13,盛德鑫泰,11.61
22,23,小金属,BK1027,1763.47,12.16,0.69,629556944000,0.0,16,11,英洛华,10.03
23,24,电子化学品,BK1039,1565.49,10.79,0.69,276745504000,0.0,12,9,瑞联新材,17.1
24,25,生物制品,BK1044,850.99,5.67,0.67,1262903984000,0.0,32,21,欧林生物,19.81
25,26,美容护理,BK1035,794.26,5.29,0.67,304670208000,0.0,14,13,华熙生物,20.01
26,27,环保行业,BK0728,409.45,2.72,0.67,624608032000,0.0,43,39,恒合股份,29.46
27,28,交运设备,BK0429,8945.98,54.47,0.61,681666272000,0.0,18,17,通业科技,14.96
28,29,互联网服务,BK0447,21827.76,127.67,0.59,1619336416000,0.0,50,63,浩瀚深度,20.02
29,30,工程机械,BK0739,1488.86,8.43,0.57,610543664000,0.0,17,10,荣亿精密,12.54
30,31,通用设备,BK0545,28943.13,157.35,0.55,1090854256000,0.0,76,84,前进科技,29.77
31,32,证券,BK0473,147850.47,755.5,0.51,3424807840000,0.0,18,15,第一创业,10.01
32,33,工程建设,BK0425,21846.97,108.18,0.5,1507962176000,0.0,23,26,美丽生态,10.16
33,34,电力行业,BK0428,16390.54,77.71,0.48,3087641472000,0.0,29,28,电投产融,10.03
34,35,仪器仪表,BK0458,13365.19,60.97,0.46,281062544000,0.0,26,26,普源精电,19.46
35,36,电机,BK1030,1623.31,7.35,0.45,177059497000,0.0,9,10,卧龙电驱,10.01
36,37,航运港口,BK0450,9927.41,42.84,0.43,1044298448000,0.0,8,15,凤凰航运,9.98
37,38,工程咨询服务,BK0726,707.1,2.9,0.41,195784634000,0.0,14,14,ST百利,5.12
38,39,保险,BK0474,1412.08,5.77,0.41,3047623952000,0.0,4,0,新华保险,1.33
39,40,化纤行业,BK0471,12727.05,45.15,0.36,431156768000,0.0,7,10,江南高纤,9.86
40,41,橡胶制品,BK1018,1328.98,3.8,0.29,278219008000,0.0,16,11,阳谷华泰,19.97
41,42,化学制品,BK0538,22459.09,60.21,0.27,1275704064000,0.0,63,58,星华新材,18.19
42,43,化学制药,BK0465,28784.88,63.4,0.22,1684385184000,0.0,58,53,山河药辅,19.97
43,44,煤炭行业,BK0437,10960.01,22.74,0.21,1894923440000,0.0,17,8,新大洲A,2.72
44,45,化肥行业,BK0731,1310.15,2.7,0.21,376531264000,0.0,6,11,川发龙蟒,10.01
45,46,造纸印刷,BK0470,8648.35,17.58,0.2,246915853000,0.0,15,12,安妮股份,8.87
46,47,珠宝首饰,BK0734,357.76,0.65,0.18,139064464000,0.0,4,7,明牌珠宝,5.34
47,48,物流行业,BK0422,6170.49,11.04,0.18,1101482048000,0.0,12,23,华光源海,22.11
48,49,医疗器械,BK1041,788.28,1.3,0.17,1327737760000,0.0,32,48,昊海生科,20.01
49,50,电池,BK1033,897.64,1.43,0.16,1968577856000,0.0,24,31,博力威,14.2
50,51,商业百货,BK0482,14121.79,22.01,0.16,475034208000,0.0,24,24,爱施德,9.99
51,52,半导体,BK1036,1342.61,1.8,0.13,4229690608000,0.0,52,70,新相微,19.85
52,53,有色金属,BK0478,15577.91,20.81,0.13,1077854224000,0.0,23,29,盛达资源,9.97
53,54,塑料制品,BK0454,11771.72,14.65,0.12,358750464000,0.0,33,29,唯万密封,10.99
54,55,消费电子,BK1037,1409.27,1.66,0.12,2002839584000,0.0,33,46,格林精密,20.02
55,56,纺织服装,BK0436,9635.5,7.12,0.07,485084320000,0.0,28,40,棒杰股份,10.06
