,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日连板_含一字,BK1051,308.8,20.15,6.98,479718640000,4.7,36,7,宗申动力,10.0
1,2,昨日涨停_含一字,BK1050,25384.01,901.45,3.68,1678765776000,3.38,109,41,电投产融,10.0
2,3,AI语料,BK1172,846.62,27.85,3.4,313913312000,1.89,22,2,中文在线,20.0
3,4,昨日连板,BK0816,69985.86,2207.07,3.26,329757472000,6.2,24,14,宗申动力,10.0
4,5,短剧互动游戏,BK1151,1050.26,27.34,2.67,328695712000,1.74,22,4,中文在线,20.0
5,6,数字阅读,BK0959,1491.96,37.36,2.57,201135782000,1.1,14,4,中文在线,20.0
6,7,影视概念,BK0847,765.45,14.41,1.92,529018384000,1.14,50,11,中化岩土,10.04
7,8,EDA概念,BK0946,1131.31,20.16,1.81,238056968000,1.92,4,8,台基股份,17.19
8,9,知识产权,BK0839,1660.99,28.75,1.76,347813504000,1.55,28,12,中文在线,20.0
9,10,智能电视,BK0656,1010.39,17.33,1.75,257028325000,0.91,8,6,四川长虹,9.98
10,11,昨日涨停,BK0815,141.96,2.39,1.71,1489174208000,4.32,97,68,宗申动力,10.0
11,12,Sora概念,BK1159,1274.39,20.02,1.6,305729840000,1.85,22,15,中文在线,20.0
12,13,抗菌面料,BK1116,1023.14,14.63,1.45,70851353000,1.0,9,5,汇鸿集团,10.13
13,14,磁悬浮概念,BK0975,1525.56,21.77,1.45,752430320000,0.28,16,12,四川长虹,9.98
14,15,广电,BK0904,1333.54,18.76,1.43,235077298000,0.71,20,8,流金科技,20.47
15,16,快手概念,BK0972,1233.58,16.92,1.39,206010441000,1.48,20,10,中文在线,20.0
16,17,字节概念,BK0923,1084.57,13.79,1.29,608634752000,1.75,38,28,智度股份,10.03
17,18,高带宽内存,BK1152,924.54,11.74,1.29,129419669000,1.1,1,11,天马新材,29.98
18,19,蒙脱石散,BK1123,1013.12,12.62,1.26,65044371000,0.62,9,1,华纳药厂,9.43
19,20,Kimi概念,BK1169,923.97,11.4,1.25,412581440000,2.02,13,11,中文在线,20.0
20,21,赛马概念,BK0709,557.39,6.77,1.23,15838747000,0.68,3,0,海南瑞泽,3.29
21,22,在线旅游,BK0692,1483.28,17.65,1.2,221388333000,1.13,14,11,华闻集团,9.94
22,23,通用航空,BK0625,5178.08,59.3,1.16,1041227072000,0.9,14,26,宗申动力,10.0
23,24,复合集流体,BK1113,681.27,7.74,1.15,161948869000,0.47,12,13,汇成真空,13.69
24,25,网红直播,BK0940,537.08,6.03,1.14,1405511040000,1.03,81,38,四川长虹,9.98
25,26,白酒,BK0896,2038.38,22.52,1.12,3706955328000,0.29,36,10,流金科技,20.47
26,27,玻璃基板,BK1175,1229.93,12.96,1.06,477120064000,0.55,10,22,麦格米特,10.01
27,28,钒电池,BK1095,999.47,10.43,1.05,448950128000,0.27,12,8,上海电气,10.06
28,29,抖音小店,BK0928,858.8,8.95,1.05,161514747000,0.63,12,9,华谊兄弟,7.3
29,30,代糖概念,BK0938,824.26,8.57,1.05,124337653000,0.4,8,6,蔚蓝生物,5.83
30,31,中超概念,BK0635,1949.8,19.91,1.03,217246286000,0.24,4,2,华夏幸福,6.25
31,32,人造肉,BK0866,867.98,8.86,1.03,165730633000,0.9,13,4,雪榕生物,6.3
32,33,NFT概念,BK0997,1324.86,13.31,1.01,479566384000,1.32,36,19,智度股份,10.03
33,34,拼多多概念,BK0957,892.56,8.91,1.01,103726177000,1.91,13,9,天音控股,8.14
34,35,稀土永磁,BK0578,1899.22,18.77,1.0,844437088000,0.43,32,25,奔朗新材,23.61
35,36,阿兹海默,BK0894,1625.79,15.94,0.99,141236108000,0.96,7,6,双成药业,10.0
36,37,幽门螺杆菌概念,BK1056,810.08,7.93,0.99,479625136000,0.52,35,14,华纳药厂,9.43
37,38,网络游戏,BK0509,9941.94,92.85,0.94,857957088000,1.44,45,25,综艺股份,10.04
38,39,可燃冰,BK0818,1082.0,9.68,0.9,301137712000,0.12,12,3,海默科技,3.72
39,40,低价股,BK1053,748.48,6.33,0.85,2129540208000,0.44,181,74,中化岩土,10.04
40,41,MicroLED,BK0948,923.95,7.7,0.84,433245984000,0.58,8,11,深康佳Ａ,10.05
41,42,ST股,BK0511,4451.83,36.68,0.83,307152544000,0.47,67,37,*ST中润,4.86
42,43,核能核电,BK0577,1747.76,14.17,0.82,2720347504000,0.39,76,50,光智科技,20.01
43,44,IGBT概念,BK1048,782.74,6.29,0.81,2042053632000,0.82,15,22,上海贝岭,10.0
44,45,手游概念,BK0642,1022.72,8.19,0.81,728349376000,1.3,30,17,综艺股份,10.04
45,46,体育产业,BK0708,1003.32,7.92,0.8,788254656000,0.57,47,22,天和防务,13.05
46,47,钛白粉,BK0805,947.42,7.42,0.79,138609707000,0.24,10,1,坤彩科技,1.61
47,48,Web3.0,BK1110,1439.41,11.27,0.79,432908112000,1.82,22,24,智度股份,10.03
48,49,彩票概念,BK0671,1940.19,14.58,0.76,293400784000,0.47,13,7,天音控股,8.22
49,50,肝炎概念,BK1078,1117.82,8.36,0.75,449379136000,0.82,27,14,双成药业,10.0
50,51,超超临界发电,BK1087,1118.54,8.24,0.74,899134496000,0.34,23,18,川润股份,10.03
51,52,超级真菌,BK0862,985.87,7.03,0.72,524843424000,0.53,12,9,神奇制药,7.18
52,53,肝素概念,BK0944,856.13,5.81,0.68,215293123000,0.63,10,3,常山药业,5.3
53,54,地塞米松,BK0929,1179.56,7.94,0.68,81747130000,0.42,6,4,丰原药业,4.17
54,55,盲盒经济,BK0954,937.81,6.22,0.67,98997633000,1.09,5,5,奥飞娱乐,4.43
55,56,长寿药,BK0936,879.75,5.75,0.66,126396324000,0.57,11,4,雪榕生物,6.3
56,57,万达概念,BK0831,871.61,5.69,0.66,516184624000,0.22,8,5,汇鸿集团,10.13
57,58,AI芯片,BK1127,1102.79,6.98,0.64,1055139584000,1.36,8,17,利尔达,19.08
58,59,植物照明,BK1007,897.91,5.47,0.61,156707015000,1.27,6,9,聚飞光电,15.24
59,60,草甘膦,BK0950,1377.58,8.21,0.6,150339390000,0.21,6,7,安道麦A,9.93
60,61,托育服务,BK1074,615.65,3.66,0.6,75648242000,1.05,8,5,爱婴室,2.89
61,62,水产养殖,BK0967,721.69,4.24,0.59,236390865000,0.39,9,5,蔚蓝生物,5.83
62,63,AIGC概念,BK1111,1517.93,8.86,0.59,1558333936000,1.44,47,44,纵横通信,10.0
63,64,举牌,BK0685,1827.05,10.64,0.59,52618146000,1.5,4,5,华闻集团,9.94
64,65,社区团购,BK0965,690.11,4.01,0.58,509309296000,0.37,26,9,宏辉果蔬,3.85
65,66,裸眼3D,BK1142,933.49,5.31,0.57,276778160000,0.4,12,9,当虹科技,8.96
66,67,地摊经济,BK0924,1484.47,8.4,0.57,509726288000,0.61,24,9,宗申动力,10.0
67,68,多模态AI,BK1153,954.68,5.37,0.57,668377280000,1.29,16,22,中文在线,20.0
68,69,婴童概念,BK0664,1248.61,6.88,0.55,1143599856000,0.55,87,48,华纳药厂,9.43
69,70,抽水蓄能,BK1003,1187.41,6.54,0.55,912884384000,0.19,20,10,广西能源,5.81
70,71,轮毂电机,BK1099,837.32,4.59,0.55,52307074000,0.61,3,5,佳电股份,7.41
71,72,光通信模块,BK1136,1176.85,6.36,0.54,863962256000,1.67,27,27,上海贝岭,10.0
72,73,啤酒概念,BK1073,931.08,4.97,0.54,230269691000,0.21,12,5,品渥食品,2.33
73,74,电子后视镜,BK1125,1350.84,7.03,0.52,310129520000,2.96,9,11,星宸科技,6.79
74,75,毛发医疗,BK0996,774.85,3.83,0.5,89649611000,0.36,8,4,金发拉比,2.88
75,76,氮化镓,BK0916,1141.91,5.51,0.48,900658928000,1.67,19,28,深康佳Ａ,10.05
76,77,汽车一体化压铸,BK1093,977.99,4.67,0.48,263477201000,1.6,14,14,宗申动力,10.0
77,78,CPO概念,BK1128,2233.82,10.66,0.48,1353775408000,1.55,16,28,聚飞光电,15.24
78,79,猪肉概念,BK0882,1150.04,5.43,0.47,895002048000,0.36,23,12,雪榕生物,6.3
79,80,超级品牌,BK0811,2225.82,10.5,0.47,8646113280000,0.26,24,8,海尔智家,2.5
80,81,中药概念,BK0615,1964.23,9.23,0.47,1980972896000,0.5,85,52,华纳药厂,9.43
81,82,壳资源,BK0820,840.92,3.93,0.47,229341171000,0.81,43,30,文一科技,10.01
82,83,乳业,BK0892,881.35,4.06,0.46,437023072000,0.35,19,10,西部牧业,2.56
83,84,可控核聚变,BK1163,1044.89,4.77,0.46,287420912000,0.49,11,6,上海电气,10.06
84,85,同步磁阻电机,BK1131,1031.26,4.54,0.44,39678942000,1.23,2,4,佳电股份,7.41
85,86,医疗美容,BK0889,1435.83,5.88,0.41,985283392000,0.39,36,27,光韵达,12.16
86,87,调味品概念,BK1026,815.62,3.33,0.41,699386272000,0.29,20,10,晨光生物,5.65
87,88,光刻机(胶),BK0884,2532.23,9.92,0.39,771102480000,2.33,28,46,佳先股份,30.0
88,89,土地流转,BK0632,1388.28,5.23,0.38,398831408000,0.37,30,12,洲际油气,3.54
89,90,GDR,BK0868,877.11,3.26,0.37,1536084880000,0.17,8,3,中国太保,2.18
90,91,虚拟数字人,BK1055,1005.3,3.73,0.37,3122057312000,1.38,41,39,中文在线,20.0
91,92,新零售,BK0825,767.21,2.83,0.37,2409525872000,0.37,84,49,青岛金王,6.15
92,93,海洋经济,BK0623,2158.2,7.9,0.37,711087744000,0.32,19,6,盛航股份,3.66
93,94,MiniLED,BK0902,1551.35,5.62,0.36,837626624000,0.73,24,34,深康佳Ａ,10.05
94,95,净水概念,BK1068,1050.57,3.63,0.35,1221851680000,0.22,10,9,中晟高科,3.66
95,96,绿色电力,BK1024,940.72,3.19,0.34,4767611648000,0.2,75,49,电投产融,10.0
96,97,新冠药物,BK1060,740.33,2.5,0.34,566132960000,0.6,35,19,香雪制药,6.4
97,98,宠物经济,BK0993,615.42,2.06,0.34,184148465000,0.32,20,10,中宠股份,4.99
98,99,粤港自贸,BK0677,2647.0,8.83,0.33,1021978640000,0.64,34,31,海能达,10.04
99,100,地热能,BK0622,3007.99,9.98,0.33,88734382000,1.03,6,7,海立股份,3.03
100,101,PPP模式,BK0721,601.72,1.99,0.33,2346728176000,0.45,70,68,远达环保,10.07
101,102,流感,BK0906,1404.11,4.51,0.32,1283957872000,0.52,61,42,华纳药厂,9.43
102,103,AB股,BK0498,9951.18,31.88,0.32,1333790624000,0.37,28,36,深康佳Ａ,10.05
103,104,碳基材料,BK1006,698.05,2.2,0.32,166931466000,0.45,8,10,信德新材,9.72
104,105,电商概念,BK0665,1708.87,5.19,0.3,6235392768000,0.65,176,133,综艺股份,10.04
105,106,PEEK材料概念,BK1156,1005.95,3.04,0.3,207041654000,1.21,12,10,华密新材,8.48
106,107,富士康,BK0842,1490.58,4.27,0.29,368394640000,1.11,11,19,光韵达,12.16
107,108,发电机概念,BK1014,966.98,2.55,0.26,98904106000,0.72,8,11,宗申动力,10.0
108,109,微盘股,BK1158,1694.0,4.44,0.26,658100112000,0.76,207,161,亚邦股份,10.15
109,110,RCEP概念,BK0962,867.42,2.24,0.26,174332957000,0.19,12,9,万顺新材,3.78
110,111,化妆品概念,BK0974,969.14,2.5,0.26,694615792000,0.78,32,21,青岛金王,6.15
111,112,东北振兴,BK0838,954.17,2.39,0.25,614928736000,0.48,30,21,佳电股份,7.41
112,113,证金持股,BK0718,1246.71,3.07,0.25,36982551040000,0.11,135,83,上海电气,10.06
113,114,户外露营,BK1079,983.77,2.35,0.24,109822011000,0.4,15,9,探路者,2.91
114,115,科创板做市商,BK1107,1462.42,3.43,0.24,1831283840000,0.16,8,4,中国银河,1.23
115,116,参股银行,BK0525,9159.24,20.45,0.22,11057516032000,0.26,113,95,汇鸿集团,10.13
116,117,参股券商,BK0514,11967.33,26.14,0.22,4164736000000,0.29,65,59,上海贝岭,10.0
117,118,预亏预减,BK0570,1621.88,3.44,0.21,5325809408000,0.66,265,267,四川双马,10.02
118,119,沪企改革,BK0672,2280.46,4.8,0.21,868112864000,0.39,20,15,上海电气,10.06
119,120,参股新三板,BK0600,2145.99,4.46,0.21,1318673408000,0.74,39,56,上海贝岭,10.0
120,121,农业种植,BK0888,1697.93,3.5,0.21,658428016000,0.68,43,26,岭南股份,8.79
121,122,湖北自贸,BK0926,1286.18,2.61,0.2,316774256000,0.71,9,17,台基股份,17.19
122,123,医废处理,BK0914,960.47,1.92,0.2,189289126000,0.46,15,16,宝馨科技,5.86
123,124,注射器概念,BK0973,830.25,1.61,0.19,73431825000,0.75,4,8,万邦德,3.97
124,125,口罩,BK0911,1329.01,2.56,0.19,2685264512000,0.62,78,74,华东重机,9.95
125,126,预制菜概念,BK1025,898.74,1.71,0.19,584229824000,0.43,34,15,ST天邦,3.94
126,127,碳化硅,BK0977,1202.36,2.25,0.19,540483648000,1.02,7,25,麦格米特,10.01
127,128,参股保险,BK0604,2044.02,3.81,0.19,5585924864000,0.16,41,33,中化岩土,10.04
