,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,装修装饰,BK0725,397.83,-0.71,-0.18,108601506000,0.15,10,28,维业股份,10.99
1,2,电力行业,BK0428,15048.81,-113.46,-0.75,3083356448000,0.02,6,73,郴电国际,3.71
2,3,航运港口,BK0450,9351.03,-73.64,-0.78,1061514800000,0.03,4,29,辽港股份,0.0
3,4,燃气,BK1028,1375.05,-10.99,-0.79,276345888000,0.03,2,30,ST金鸿,2.14
4,5,化肥行业,BK0731,1184.27,-10.63,-0.89,334081408000,0.06,2,21,云天化,1.94
5,6,航空机场,BK0420,4304.0,-38.73,-0.89,628706928000,0.01,0,13,海控B股,0.0
6,7,农药兽药,BK0730,830.68,-7.52,-0.9,237381644000,0.03,4,42,中农联合,4.09
7,8,生物制品,BK1044,787.58,-7.64,-0.96,1253548016000,0.05,5,68,双成药业,5.33
8,9,家电行业,BK0456,16652.74,-164.02,-0.98,1917248400000,0.07,6,83,鸿智科技,5.19
9,10,造纸印刷,BK0470,7606.43,-75.47,-0.98,239573712000,0.04,2,38,新宏泽,2.31
10,11,汽车服务,BK1016,755.54,-7.56,-0.99,60659578000,0.06,2,11,漳州发展,1.84
11,12,钢铁行业,BK0479,6590.68,-66.52,-1.0,832898080000,0.02,3,46,百甲科技,11.07
12,13,旅游酒店,BK0485,12945.79,-131.42,-1.0,342016544000,0.07,2,34,众信旅游,2.95
13,14,纺织服装,BK0436,8810.72,-90.32,-1.01,472056000000,0.04,6,89,日播时尚,1.28
14,15,光学光电子,BK1038,1181.61,-12.22,-1.02,921471296000,0.07,8,91,经纬辉开,20.05
15,16,酿酒行业,BK0477,49306.08,-519.49,-1.04,3846416288000,0.02,2,36,ST通葡,0.0
16,17,包装材料,BK0733,818.19,-8.72,-1.05,112653050000,0.06,3,26,中锐股份,2.19
17,18,物流行业,BK0422,5785.41,-62.5,-1.07,1113983408000,0.02,2,54,厦门象屿,0.33
18,19,中药,BK1040,1324.0,-14.44,-1.08,917052048000,0.04,3,69,华神科技,1.6
19,20,水泥建材,BK0424,21304.63,-233.33,-1.08,346372144000,0.15,3,24,四川金顶,7.24
20,21,化学制药,BK0465,26358.22,-297.6,-1.12,1664175408000,0.07,6,135,*ST景峰,2.03
21,22,银行,BK0475,3605.68,-40.98,-1.12,12908124928000,0.01,0,42,交通银行,-0.53
22,23,化纤行业,BK0471,11224.55,-129.57,-1.14,420006352000,0.03,2,26,吉林碳谷,0.82
23,24,专用设备,BK0910,1953.39,-23.41,-1.18,1290800304000,0.08,21,234,大宏立,11.17
24,25,食品饮料,BK0438,21352.4,-255.93,-1.18,1594521744000,0.04,5,117,道道全,4.83
25,26,化学原料,BK1019,676.17,-8.17,-1.19,820734624000,0.02,1,79,齐鲁华信,0.4
26,27,医疗器械,BK1041,746.66,-9.03,-1.19,1322286592000,0.03,3,114,威高骨科,0.94
27,28,有色金属,BK0478,14505.04,-176.97,-1.21,1062463520000,0.08,2,69,光智科技,20.01
28,29,珠宝首饰,BK0734,342.41,-4.23,-1.22,138533140000,0.03,0,15,ST金一,0.0
29,30,医药商业,BK1042,923.46,-11.49,-1.23,320763248000,0.03,0,29,ST天圣,0.0
30,31,煤炭行业,BK0437,10871.63,-136.4,-1.24,1978932624000,0.03,3,32,新大洲A,2.06
31,32,交运设备,BK0429,8198.42,-103.34,-1.24,654311152000,0.02,2,42,华洋赛车,0.7
32,33,电子元件,BK0459,19485.74,-251.53,-1.27,1702601216000,0.09,16,120,华丰科技,5.25
33,34,家用轻工,BK0440,31055.39,-401.41,-1.28,249191583000,0.07,1,33,众鑫股份,1.71
34,35,公用事业,BK0427,7492.54,-97.21,-1.28,183892696000,0.05,0,24,东望时代,-0.47
35,36,塑料制品,BK0454,10242.37,-133.18,-1.28,323919120000,0.12,4,79,华峰超纤,0.79
36,37,工程建设,BK0425,18674.41,-245.35,-1.3,1484744848000,0.06,6,63,成都路桥,10.11
37,38,商业百货,BK0482,12390.21,-163.97,-1.31,419327040000,0.07,2,57,小商品城,3.7
38,39,通用设备,BK0545,24756.63,-328.57,-1.31,971327152000,0.11,12,199,宝塔实业,4.96
39,40,农牧饲渔,BK0433,11180.3,-148.53,-1.31,901262480000,0.08,4,82,正虹科技,4.9
40,41,汽车零部件,BK0481,28347.6,-378.09,-1.32,1497469920000,0.06,15,205,华阳集团,5.47
41,42,非金属材料,BK1020,916.8,-12.25,-1.32,325831488000,0.25,1,32,沃尔核材,9.5
42,43,综合行业,BK0539,7946.83,-106.57,-1.32,140567163000,0.21,0,18,常山北明,0.0
43,44,通信服务,BK0736,900.2,-12.26,-1.34,3329497376000,0.05,2,36,国脉科技,4.46
44,45,化学制品,BK0538,20121.08,-274.84,-1.35,1185321264000,0.08,7,153,七彩化学,4.12
45,46,装修建材,BK0476,10774.46,-149.06,-1.36,415698928000,0.07,0,69,松发股份,0.0
46,47,贸易行业,BK0484,7969.16,-110.41,-1.37,285802304000,0.11,0,36,*ST龙宇,-0.44
47,48,美容护理,BK1035,718.05,-9.95,-1.37,287335184000,0.41,3,25,青岛金王,4.29
48,49,电网设备,BK0457,21727.23,-306.97,-1.39,1200836464000,0.09,5,127,洛凯股份,4.83
49,50,工程机械,BK0739,1258.6,-17.87,-1.4,602397200000,0.05,2,29,川润股份,1.0
50,51,医疗服务,BK0727,911.16,-12.98,-1.4,662085168000,0.05,0,44,一致Ｂ,0.0
51,52,仪器仪表,BK0458,11154.44,-158.99,-1.41,247703193000,0.06,4,67,浙江力诺,1.13
52,53,文化传媒,BK0486,8087.4,-118.08,-1.44,956120816000,0.08,3,97,无线传媒,5.49
53,54,保险,BK0474,1403.03,-20.57,-1.44,3143217056000,0.01,0,6,中国平安,-0.56
54,55,汽车整车,BK1029,1420.38,-20.83,-1.45,2041802400000,0.03,0,24,江  铃Ｂ,0.0
55,56,铁路公路,BK0421,7878.35,-116.85,-1.46,414686080000,0.05,0,26,粤高速Ｂ,0.0
56,57,半导体,BK1036,1180.86,-17.73,-1.48,3808718736000,0.13,11,146,雷电微力,14.06
57,58,消费电子,BK1037,1221.31,-18.58,-1.5,1911098432000,0.14,10,86,福日电子,5.3
58,59,玻璃玻纤,BK0546,30414.62,-464.02,-1.5,328066944000,0.03,0,22,耀皮Ｂ股,0.0
59,60,橡胶制品,BK1018,1141.48,-17.63,-1.52,263045714000,0.03,2,30,阳谷华泰,2.17
60,61,石油行业,BK0464,4800.43,-74.26,-1.52,3923267472000,0.01,0,21,ST新潮,-0.54
61,62,计算机设备,BK0735,1067.86,-16.55,-1.53,838618032000,0.18,5,44,锐明技术,6.7
62,63,电源设备,BK1034,1423.37,-22.69,-1.57,266156503000,0.03,2,27,动力源,0.5
63,64,电机,BK1030,1465.43,-23.47,-1.58,156054800000,0.06,0,26,卧龙电驱,-0.33
64,65,光伏设备,BK1031,1055.51,-16.97,-1.58,1420014496000,0.06,3,73,微导纳米,3.45
65,66,电子化学品,BK1039,1388.2,-22.32,-1.58,244572358000,0.06,0,24,三孚新科,-1.1
66,67,小金属,BK1027,1563.03,-25.15,-1.58,598793376000,0.03,1,36,东方锆业,0.64
67,68,互联网服务,BK0447,19114.46,-310.14,-1.6,1461649376000,0.18,10,139,城地香江,10.01
68,69,游戏,BK1046,922.12,-15.11,-1.61,284325664000,0.08,2,25,中青宝,4.28
69,70,通信设备,BK0448,10857.04,-181.34,-1.64,1377097120000,0.13,3,102,海能达,7.88
70,71,房地产开发,BK0451,11509.55,-192.66,-1.65,1085034416000,0.12,5,82,光大嘉宝,9.9
71,72,专业服务,BK1043,1027.15,-17.34,-1.66,185789157000,0.05,2,34,青矩技术,7.73
72,73,工程咨询服务,BK0726,614.54,-10.49,-1.68,166907353000,0.23,2,40,建发合诚,10.05
73,74,电池,BK1033,803.25,-14.27,-1.75,1899001600000,0.05,1,74,中瑞股份,0.15
74,75,环保行业,BK0728,355.41,-6.32,-1.75,560437312000,0.24,2,116,中创环保,6.41
75,76,贵金属,BK0732,1041.28,-18.74,-1.77,812458816000,0.04,1,12,山金国际,-1.27
76,77,风电设备,BK1032,888.98,-16.83,-1.86,264453817000,0.04,0,28,中环海陆,-0.75
77,78,能源金属,BK1015,439.6,-8.78,-1.96,316920064000,0.05,0,13,西藏矿业,-1.02
78,79,房地产服务,BK1045,981.63,-20.37,-2.03,89828054000,0.35,2,17,群兴玩具,3.63
79,80,证券,BK0473,139481.55,-2983.25,-2.09,3306562480000,0.09,0,50,湘财股份,-0.27
80,81,教育,BK0740,553.91,-11.97,-2.12,74941012000,0.37,0,15,博瑞传播,-0.48
81,82,船舶制造,BK0729,818.82,-18.34,-2.19,424612000000,0.05,0,10,中国重工,-1.49
82,83,软件开发,BK0737,878.38,-21.57,-2.4,1952011328000,0.26,9,183,卓朗科技,6.19
83,84,航天航空,BK0480,39265.89,-1012.07,-2.51,895045936000,0.13,0,45,中航电测,-0.16
84,85,多元金融,BK0738,569.93,-14.92,-2.55,483297840000,0.38,1,21,海德股份,4.53
85,86,采掘行业,BK1017,1051.3,-29.43,-2.72,304747904000,0.04,0,20,海油发展,-1.53
