,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日连板_含一字,BK1051,421.9,28.16,7.15,809884112000,0.0,62,1,豆神教育,20.03
1,2,昨日涨停,BK0815,180.52,11.95,7.09,1230073568000,0.0,105,7,柏星龙,30.0
2,3,昨日涨停_含一字,BK1050,32741.94,2104.52,6.87,1537068736000,0.0,123,6,豆神教育,20.03
3,4,昨日连板,BK0816,88128.25,5627.33,6.82,434108144000,0.0,28,1,恒合股份,25.35
4,5,智谱AI,BK1182,1039.78,25.04,2.47,363354368000,0.0,15,13,豆神教育,20.03
5,6,3D摄像头,BK0901,1400.97,33.5,2.45,591860800000,0.0,7,3,欧菲光,10.01
6,7,屏下摄像,BK0947,913.39,16.08,1.79,504601600000,0.0,6,3,欧菲光,10.01
7,8,AI手机,BK1162,1251.99,19.16,1.55,715742096000,0.0,14,13,格林精密,19.99
8,9,AIPC,BK1164,1337.59,15.27,1.15,827714016000,0.0,20,16,格林精密,19.99
9,10,退税商店,BK0933,1050.42,11.37,1.09,126870488000,0.0,5,5,百大集团,9.98
10,11,智能电视,BK0656,1111.95,11.86,1.08,288387024000,0.0,5,4,四川长虹,9.03
11,12,纳米银,BK0855,1629.76,17.3,1.07,113330246000,0.0,4,3,欧菲光,10.01
12,13,荣耀概念,BK1177,1456.18,14.97,1.04,956129648000,0.0,29,20,华映科技,10.04
13,14,麒麟电池,BK1092,1119.44,9.8,0.88,1193997280000,0.0,4,5,银邦股份,8.44
14,15,智慧灯杆,BK1069,1329.19,11.6,0.88,128625499000,0.0,9,15,格利尔,20.77
15,16,财税数字化,BK1176,1518.86,13.12,0.87,486819552000,0.0,13,18,豆神教育,20.03
16,17,3D玻璃,BK0881,1048.63,9.01,0.87,266500188000,0.0,6,9,安彩高科,10.07
17,18,全息技术,BK0699,1969.85,15.79,0.81,137054521000,0.0,6,4,联创光电,8.75
18,19,千金藤素,BK1083,968.2,6.99,0.73,137714061000,0.0,4,0,皓元医药,1.57
19,20,生物识别,BK0970,1353.02,9.12,0.68,1020308384000,0.0,22,23,欧菲光,10.01
20,21,第四代半导体,BK1121,1354.3,9.11,0.68,109632439000,0.0,2,0,南大光电,1.44
21,22,中超概念,BK0635,2067.38,13.88,0.68,219076701000,0.0,3,4,华夏幸福,10.11
22,23,MicroLED,BK0948,977.81,6.46,0.67,455284144000,0.0,10,8,深康佳Ａ,9.97
23,24,柔性屏(折叠屏),BK1160,1298.99,7.95,0.62,926582512000,0.0,28,33,格林精密,19.99
24,25,华为昇腾,BK0995,1340.09,8.1,0.61,338676688000,0.0,6,14,华宇软件,17.86
25,26,食品安全,BK0614,5328.59,31.12,0.59,323996816000,0.0,12,22,华宇软件,17.86
26,27,可控核聚变,BK1163,1151.08,6.64,0.58,345883888000,0.0,6,12,联创光电,8.75
27,28,刀片电池,BK0951,2023.8,11.38,0.57,1016675936000,0.0,5,7,华光新材,10.36
28,29,电子车牌,BK0982,1307.87,7.17,0.55,164407768000,0.0,6,10,厦门信达,10.1
29,30,鸡肉概念,BK0887,723.77,3.85,0.53,375825824000,0.0,11,6,禾丰股份,4.7
30,31,LED,BK0580,3012.42,16.0,0.53,1290230016000,0.0,31,46,格利尔,20.77
31,32,超导概念,BK0679,3545.78,18.6,0.53,228343397000,0.0,6,7,联创光电,8.75
32,33,富士康,BK0842,1540.05,7.88,0.51,367623008000,0.0,12,15,安彩高科,10.07
33,34,空间站概念,BK0994,1529.36,7.79,0.51,200508137000,0.0,8,8,航天科技,7.66
34,35,MiniLED,BK0902,1641.47,8.31,0.51,884800880000,0.0,22,26,厦门信达,10.1
35,36,通用航空,BK0625,5490.69,27.68,0.51,1121979824000,0.0,12,22,华夏幸福,10.11
36,37,Kimi概念,BK1169,937.9,4.59,0.49,409819056000,0.0,5,16,因赛集团,19.99
37,38,ETC,BK0875,1538.04,7.36,0.48,364919648000,0.0,18,22,数字政通,10.0
38,39,电子后视镜,BK1125,1375.55,6.56,0.48,315672528000,0.0,6,13,欧菲光,10.01
39,40,碳基材料,BK1006,732.01,3.35,0.46,175362643000,0.0,9,8,力合科创,10.01
40,41,6G概念,BK0964,1304.04,5.76,0.44,502752784000,0.0,8,15,力合科创,10.01
41,42,参股保险,BK0604,2148.48,9.3,0.43,5514675200000,0.0,27,39,岭南股份,10.16
42,43,电子烟,BK0865,1630.91,6.86,0.42,937943760000,0.0,19,26,格林精密,19.99
43,44,超清视频,BK0859,1670.18,6.82,0.41,2261683440000,0.0,33,55,福日电子,10.02
44,45,跨境支付,BK1071,1565.53,6.39,0.41,10700474112000,0.0,14,30,青岛金王,10.05
45,46,土壤修复,BK1070,750.41,2.64,0.35,190087766000,0.0,8,17,岭南股份,10.16
46,47,远程办公,BK0912,1264.4,4.13,0.33,665127776000,0.0,11,22,石基信息,9.91
47,48,AI眼镜,BK1178,1404.62,4.47,0.32,927587728000,0.0,20,34,格林精密,19.99
48,49,Web3.0,BK1110,1451.34,4.24,0.29,429068512000,0.0,13,27,因赛集团,19.99
49,50,草甘膦,BK0950,1468.03,4.01,0.27,161509390000,0.0,5,7,*ST红阳,5.05
50,51,裸眼3D,BK1142,962.7,2.61,0.27,288868128000,0.0,7,14,福日电子,10.02
51,52,沪企改革,BK0672,2493.43,6.72,0.27,932879440000,0.0,10,24,上工申贝,10.01
52,53,东北振兴,BK0838,1045.34,2.62,0.25,643695712000,0.0,18,34,东安动力,10.02
53,54,农业种植,BK0888,1888.06,4.64,0.25,701825504000,0.0,24,49,润农节水,29.9
54,55,化债(AMC)概念,BK0980,985.61,2.38,0.24,1091394592000,0.0,17,29,摩恩电气,10.04
55,56,UWB概念,BK0880,1473.71,3.21,0.22,383289648000,0.0,8,10,金溢科技,9.99
56,57,发电机概念,BK1014,1045.58,2.24,0.21,112734763000,0.0,10,8,云内动力,9.93
57,58,磁悬浮概念,BK0975,1591.1,3.29,0.21,783426368000,0.0,10,15,四川长虹,9.03
58,59,环氧丙烷,BK1011,510.14,1.05,0.21,335790800000,0.0,3,6,美邦科技,6.4
59,60,京东金融,BK0849,1356.26,2.79,0.21,227556062000,0.0,1,7,神州信息,10.0
60,61,元宇宙概念,BK1009,1786.49,3.64,0.2,4143581104000,0.0,44,84,因赛集团,19.99
61,62,商汤概念,BK0942,1046.39,2.12,0.2,446191872000,0.0,5,8,上海电气,8.67
62,63,快手概念,BK0972,1270.45,2.56,0.2,212267372000,0.0,10,13,因赛集团,19.99
63,64,激光雷达,BK1002,1348.74,2.69,0.2,348507920000,0.0,10,17,水晶光电,9.93
64,65,熊去氧胆酸,BK1120,966.78,1.86,0.19,351207216000,0.0,6,13,复旦复华,9.97
65,66,数字阅读,BK0959,1499.59,2.86,0.19,199942578000,0.0,12,7,平治信息,4.31
66,67,钒电池,BK1095,1101.32,1.98,0.18,531487488000,0.0,4,13,四川长虹,9.03
67,68,社区团购,BK0965,745.84,1.33,0.18,540068064000,0.0,10,20,永辉超市,7.83
68,69,植物照明,BK1007,932.19,1.41,0.15,165279569000,0.0,5,10,万润科技,9.96
69,70,电子纸概念,BK1057,1039.48,1.36,0.13,337796000000,0.0,5,5,*ST合泰,4.82
70,71,短剧互动游戏,BK1151,1090.91,1.42,0.13,334701440000,0.0,6,18,因赛集团,19.99
71,72,Sora概念,BK1159,1323.8,1.71,0.13,316309872000,0.0,12,25,因赛集团,19.99
72,73,海工装备,BK0601,1517.48,1.96,0.13,1213631936000,0.0,10,21,中国长城,9.98
73,74,京津冀,BK0684,1539.71,1.96,0.13,611951776000,0.0,14,28,华夏幸福,10.11
74,75,降解塑料,BK0909,1419.7,1.64,0.12,641339136000,0.0,24,28,三房巷,10.26
75,76,民爆概念,BK1066,1221.8,1.41,0.12,137350675000,0.0,7,7,晓程科技,3.52
76,77,2025规划,BK0713,872.32,1.0,0.11,3851499632000,0.0,27,42,厦门信达,10.1
77,78,增强现实,BK0801,973.34,1.11,0.11,570942032000,0.0,13,27,川大智胜,10.01
78,79,土地流转,BK0632,1494.56,1.58,0.11,430572944000,0.0,11,25,丰林集团,10.13
79,80,预制菜概念,BK1025,952.78,0.99,0.1,616143424000,0.0,16,28,永辉超市,7.83
80,81,磷化工,BK1010,666.64,0.68,0.1,653897808000,0.0,10,22,湖北宜化,10.01
81,82,MLOps概念,BK1132,970.47,0.98,0.1,181150187000,0.0,3,7,科大国创,4.73
82,83,传感器,BK0905,1416.78,1.36,0.1,1184016096000,0.0,42,35,欧菲光,10.01
83,84,并购重组概念,BK1181,1077.62,1.0,0.09,1205958528000,0.0,16,37,因赛集团,19.99
84,85,油气设服,BK0606,1491.07,1.33,0.09,1970157136000,0.0,16,34,瑞星股份,15.81
85,86,混合现实,BK1141,1169.92,1.04,0.09,951729264000,0.0,10,16,因赛集团,19.99
86,87,智慧政务,BK0886,1196.72,0.88,0.07,597586864000,0.0,16,51,豆神教育,20.03
87,88,铁路基建,BK0592,2141.18,1.5,0.07,3048334656000,0.0,38,58,摩恩电气,10.04
88,89,多模态AI,BK1153,956.72,0.63,0.07,656683424000,0.0,7,28,因赛集团,19.99
89,90,汽车热管理,BK1089,1342.9,0.85,0.06,658895584000,0.0,25,41,四川长虹,9.03
90,91,人脑工程,BK0706,3322.11,2.01,0.06,289352240000,0.0,6,13,世纪华通,6.41
91,92,参股期货,BK0524,27716.1,16.03,0.06,3117624160000,0.0,14,22,中科金财,9.99
92,93,阿里概念,BK0689,2105.54,1.19,0.06,2805854400000,0.0,24,67,因赛集团,19.99
93,94,智慧城市,BK0628,4544.52,2.51,0.06,2326937024000,0.0,65,117,格利尔,20.77
