,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,银行,BK0475,3662.73,94.53,2.65,12555827968000,0.14,42,0,郑州银行,10.24
1,2,钢铁行业,BK0479,7188.69,157.36,2.24,860008608000,0.52,42,7,中南股份,10.15
2,3,房地产开发,BK0451,13260.41,249.83,1.92,1179435280000,0.88,75,17,津投城开,10.05
3,4,煤炭行业,BK0437,11109.23,205.72,1.89,1911601488000,0.25,33,1,上海能源,6.98
4,5,燃气,BK1028,1560.16,25.21,1.64,291356624000,0.53,29,4,水发燃气,10.0
5,6,电力行业,BK0428,16115.78,227.18,1.43,3056277616000,0.35,70,7,郴电国际,10.05
6,7,航运港口,BK0450,10143.98,113.17,1.13,1066949600000,0.29,25,11,天津港,5.57
7,8,医药商业,BK1042,1031.28,10.51,1.03,349016864000,0.5,19,13,嘉事堂,9.98
8,9,商业百货,BK0482,14642.46,144.2,0.99,497739936000,0.81,33,25,海宁皮城,9.93
9,10,保险,BK0474,1466.8,14.14,0.97,3139975520000,0.09,5,1,天茂集团,1.79
10,11,石油行业,BK0464,5458.97,43.69,0.81,3655718336000,0.09,12,9,博汇股份,7.05
11,12,公用事业,BK0427,8222.0,64.0,0.78,193664857000,0.53,17,6,渤海股份,7.5
12,13,房地产服务,BK1045,1099.11,7.88,0.72,91478693000,1.24,11,7,阳光股份,9.96
13,14,非金属材料,BK1020,1217.83,7.84,0.65,359887872000,1.0,11,22,宁新新材,29.97
14,15,航空机场,BK0420,5040.6,30.18,0.6,715510880000,0.37,10,3,春秋航空,3.0
15,16,物流行业,BK0422,6388.51,37.68,0.59,857274352000,0.48,33,22,中储股份,10.08
16,17,纺织服装,BK0436,9844.34,52.68,0.54,493771056000,0.85,48,46,太平鸟,10.0
17,18,水泥建材,BK0424,24076.81,117.24,0.49,376857024000,0.62,15,13,金隅集团,6.38
18,19,铁路公路,BK0421,8508.29,30.85,0.36,712172288000,0.34,18,10,现代投资,9.9
19,20,综合行业,BK0539,9749.31,22.76,0.23,183840798000,0.81,9,10,粤桂股份,9.97
20,21,珠宝首饰,BK0734,351.69,0.81,0.23,139506518000,0.32,10,7,豫园股份,4.19
21,22,工程机械,BK0739,1506.95,0.83,0.06,616987696000,0.33,16,14,长龄液压,8.3
22,23,化学原料,BK1019,757.59,0.3,0.04,850850528000,0.5,36,45,三维化学,10.01
23,24,化纤行业,BK0471,12594.38,-1.67,-0.01,444714560000,0.3,13,14,南京化纤,10.0
24,25,汽车整车,BK1029,1633.37,-2.26,-0.14,2201622016000,0.65,9,14,上汽集团,10.02
25,26,装修装饰,BK0725,492.94,-1.52,-0.31,120322314000,0.82,12,26,东易日盛,9.93
26,27,农药兽药,BK0730,953.59,-3.38,-0.35,263808253000,0.49,19,23,颖泰生物,6.37
27,28,橡胶制品,BK1018,1333.51,-5.26,-0.39,275904480000,0.44,14,18,S佳通,4.99
28,29,工程建设,BK0425,22343.53,-92.22,-0.41,1579600128000,0.56,28,36,大千生态,9.99
29,30,造纸印刷,BK0470,8747.29,-39.25,-0.45,253226341000,0.87,17,22,滨海能源,10.02
30,31,医疗器械,BK1041,808.29,-4.04,-0.5,1357174176000,0.41,38,80,中红医疗,15.43
31,32,化学制品,BK0538,22856.8,-116.72,-0.51,1306508560000,0.65,56,104,硅宝科技,19.97
32,33,化肥行业,BK0731,1308.62,-6.69,-0.51,371534096000,0.57,11,12,东方铁塔,1.56
33,34,贸易行业,BK0484,9468.29,-48.53,-0.51,325092672000,1.23,18,18,建发股份,6.35
34,35,采掘行业,BK1017,1135.53,-6.07,-0.53,314310160000,0.3,9,12,中油工程,4.19
35,36,酿酒行业,BK0477,53643.64,-318.6,-0.59,3878421920000,0.24,12,26,会稽山,2.18
36,37,电池,BK1033,987.65,-6.32,-0.64,2110193168000,0.9,26,48,翔丰华,11.21
37,38,中药,BK1040,1444.92,-10.12,-0.7,964210736000,0.6,30,40,信邦制药,1.96
38,39,化学制药,BK0465,28794.13,-225.49,-0.78,1690718688000,0.38,42,97,广生堂,5.89
39,40,贵金属,BK0732,1061.39,-8.34,-0.78,742533952000,0.32,7,6,山金国际,0.97
40,41,装修建材,BK0476,11984.32,-94.18,-0.78,439900304000,0.67,22,44,北京利尔,8.46
41,42,农牧饲渔,BK0433,12803.66,-101.98,-0.79,977728320000,0.57,27,61,东方集团,3.51
42,43,美容护理,BK1035,774.67,-6.42,-0.82,295028752000,0.68,8,20,百亚股份,2.71
43,44,风电设备,BK1032,1028.38,-8.68,-0.84,300813408000,0.46,7,19,三一重能,3.79
44,45,食品饮料,BK0438,24225.04,-210.17,-0.86,1582087328000,0.52,29,86,好想你,10.07
45,46,环保行业,BK0728,402.84,-3.63,-0.89,614658896000,1.02,35,84,上海洗霸,10.02
46,47,多元金融,BK0738,617.93,-5.95,-0.95,507123568000,0.68,8,14,五矿资本,5.79
47,48,生物制品,BK1044,841.13,-8.41,-0.99,1248780864000,0.32,19,55,长春高新,4.16
