,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,工程机械,BK0739,1441.41,31.33,2.22,594587920000,0.0,13,8,荣亿精密,29.99
1,2,贵金属,BK0732,1151.32,17.24,1.52,823313504000,0.0,11,0,晓程科技,4.89
2,3,通信服务,BK0736,1021.35,14.57,1.45,3192711568000,0.0,14,12,平治信息,19.99
3,4,造纸印刷,BK0470,8700.93,106.15,1.24,247756579000,0.0,17,11,柏星龙,30.0
4,5,汽车服务,BK1016,884.26,10.34,1.18,66615129000,0.0,8,4,申华控股,10.09
5,6,教育,BK0740,672.14,4.83,0.72,92498537000,0.0,4,9,豆神教育,20.03
6,7,电池,BK1033,904.23,6.41,0.71,1987277168000,0.0,25,35,博力威,20.0
7,8,光学光电子,BK1038,1383.03,9.33,0.68,1061152720000,0.0,44,32,纬达光电,18.7
8,9,旅游酒店,BK0485,14284.27,95.13,0.67,355417648000,0.0,10,20,凯撒旅业,10.04
9,10,专业服务,BK1043,1138.61,7.4,0.65,203963203000,0.0,15,14,青矩技术,7.82
10,11,公用事业,BK0427,8040.28,51.27,0.64,191462996000,0.0,10,5,惠天热电,10.13
11,12,仪器仪表,BK0458,13344.3,82.73,0.62,276388320000,0.0,23,27,驰诚股份,27.5
12,13,航空机场,BK0420,4581.36,28.2,0.62,653772656000,0.0,3,6,海控B股,10.22
13,14,美容护理,BK1035,792.39,4.85,0.62,302997936000,0.0,10,12,青岛金王,10.05
14,15,商业百货,BK0482,13831.13,83.97,0.61,468759328000,0.0,25,28,厦门信达,10.1
15,16,电子元件,BK0459,22401.52,131.37,0.59,1836611088000,0.0,52,55,豪声电子,29.98
16,17,多元金融,BK0738,605.85,3.47,0.58,502031056000,0.0,9,12,中粮资本,10.0
17,18,汽车整车,BK1029,1535.43,7.29,0.48,2103802720000,0.0,9,9,力帆科技,8.94
18,19,专用设备,BK0910,2234.58,10.04,0.45,1426913312000,0.0,82,114,西磁科技,29.97
19,20,软件开发,BK0737,1007.05,4.27,0.43,2134630256000,0.0,66,88,凌志软件,20.02
20,21,环保行业,BK0728,399.51,1.65,0.41,604975968000,0.0,31,59,恒合股份,29.87
21,22,互联网服务,BK0447,21399.79,84.61,0.4,1586780880000,0.0,48,62,华宇软件,20.0
22,23,房地产开发,BK0451,12549.23,45.93,0.37,1147600432000,0.0,28,34,华夏幸福,10.11
23,24,汽车零部件,BK0481,31416.73,110.94,0.35,1589884032000,0.0,77,91,安徽凤凰,30.0
24,25,航运港口,BK0450,9802.51,31.98,0.33,1044058208000,0.0,10,11,凤凰航运,10.0
25,26,电力行业,BK0428,15921.66,46.58,0.29,3063990224000,0.0,26,30,西昌电力,10.03
26,27,化肥行业,BK0731,1284.89,3.75,0.29,360889088000,0.0,6,6,川发龙蟒,10.0
27,28,综合行业,BK0539,9481.31,27.26,0.29,183127568000,0.0,6,11,复旦复华,9.97
28,29,装修装饰,BK0725,474.76,1.33,0.28,118507280000,0.0,11,18,*ST名家,20.0
29,30,农牧饲渔,BK0433,12624.62,29.73,0.24,967259936000,0.0,34,36,万辰集团,11.83
30,31,化学制品,BK0538,22179.41,52.0,0.24,1269018064000,0.0,48,78,争光股份,19.15
31,32,医药商业,BK1042,956.56,2.0,0.21,325297296000,0.0,9,14,柳药集团,4.6
32,33,小金属,BK1027,1708.17,3.48,0.2,616910368000,0.0,12,16,浩通科技,10.78
33,34,家用轻工,BK0440,34462.76,63.65,0.19,263414821000,0.0,15,13,泰鹏智能,20.61
34,35,家电行业,BK0456,18733.16,29.93,0.16,1936349888000,0.0,28,35,格利尔,29.65
