,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日连板_含一字,BK1051,415.25,21.51,5.46,793370224000,5.7,58,9,深康佳Ａ,9.97
1,2,昨日连板,BK0816,85777.18,3276.26,3.97,422829360000,5.4,27,4,华映科技,10.04
2,3,昨日涨停_含一字,BK1050,31595.71,958.29,3.13,1479891744000,5.44,94,42,深康佳Ａ,9.97
3,4,第四代半导体,BK1121,1383.92,38.73,2.88,113205009000,0.8,4,0,中国西电,10.01
4,5,3D摄像头,BK0901,1405.16,37.69,2.76,592359808000,1.71,9,2,欧菲光,10.01
5,6,屏下摄像,BK0947,920.61,23.3,2.6,510007744000,1.04,7,3,欧菲光,10.01
6,7,退税商店,BK0933,1064.26,25.21,2.43,127627445000,0.52,7,2,百大集团,9.98
7,8,智谱AI,BK1182,1038.64,23.9,2.36,364931808000,3.94,20,11,电广传媒,10.06
8,9,昨日涨停,BK0815,172.52,3.95,2.34,1175725504000,5.4,76,42,华映科技,10.04
9,10,AI手机,BK1162,1259.47,26.64,2.16,718584688000,1.52,22,9,福日电子,10.02
10,11,培育钻石,BK1023,923.06,19.17,2.12,133902397000,1.49,8,5,惠丰钻石,15.17
11,12,全息技术,BK0699,1994.96,40.9,2.09,139999385000,1.38,8,2,联创光电,9.99
12,13,通用航空,BK0625,5555.28,92.27,1.69,1127103632000,1.88,33,7,万丰奥威,10.0
13,14,千金藤素,BK1083,977.26,16.05,1.67,138614397000,0.21,3,2,皓元医药,8.9
14,15,F5G概念,BK1088,1932.88,31.03,1.63,567964320000,0.52,17,4,光迅科技,9.99
15,16,3D玻璃,BK0881,1056.18,16.56,1.59,270899248000,1.53,11,4,华映科技,10.04
16,17,CPO概念,BK1128,2344.1,36.44,1.58,1362792512000,1.47,33,10,光迅科技,9.99
17,18,纳米银,BK0855,1637.63,25.17,1.56,113502601000,0.96,6,4,欧菲光,10.01
18,19,AIPC,BK1164,1342.93,20.61,1.56,829026656000,1.36,26,13,格林精密,19.99
19,20,光通信模块,BK1136,1238.47,18.58,1.52,874094128000,1.79,40,13,光迅科技,9.99
20,21,机器人执行器,BK1145,1009.8,14.77,1.48,334276432000,0.61,20,4,昊志机电,6.94
21,22,鸡肉概念,BK0887,730.37,10.45,1.45,379322032000,0.39,19,1,禾丰股份,9.95
22,23,超导概念,BK0679,3577.98,50.8,1.44,231115330000,1.1,11,3,联创光电,9.99
23,24,ST股,BK0511,5117.8,70.21,1.39,341614064000,1.15,84,32,*ST中润,4.84
24,25,智能电视,BK0656,1114.72,14.63,1.33,290187392000,2.24,9,5,四川长虹,8.74
25,26,MicroLED,BK0948,983.98,12.63,1.3,461882272000,0.91,15,4,深康佳Ａ,9.97
26,27,工程机械概念,BK0991,1181.03,14.95,1.28,890008096000,0.43,32,13,浙江鼎力,10.0
