,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,半导体,BK1036,1459.98,27.14,1.89,4653386752000,0.0,126,24,国芯科技,20.01
1,2,船舶制造,BK0729,909.91,16.78,1.88,423884992000,0.0,8,0,中国动力,10.02
2,3,电子化学品,BK1039,1711.19,30.8,1.83,304560976000,0.0,21,2,中巨芯-U,7.33
3,4,航天航空,BK0480,50300.28,616.32,1.24,1123852848000,0.0,35,5,航天宏图,8.28
4,5,汽车服务,BK1016,971.59,10.2,1.06,70507149000,0.0,8,2,ST东时,4.84
5,6,汽车整车,BK1029,1681.38,12.1,0.72,2159526192000,0.0,13,11,动力新科,10.04
6,7,通信设备,BK0448,13458.0,90.23,0.67,1598356208000,0.0,61,42,长江通信,10.02
7,8,计算机设备,BK0735,1279.19,6.41,0.5,1010706400000,0.0,23,22,合众思壮,10.05
8,9,橡胶制品,BK1018,1408.36,5.59,0.4,288893920000,0.0,15,11,青岛双星,9.96
9,10,电子元件,BK0459,23722.91,93.84,0.4,1911740992000,0.0,63,52,弘信电子,19.95
10,11,专用设备,BK0910,2394.77,7.4,0.31,1526078784000,0.0,121,105,福能东方,19.97
11,12,光学光电子,BK1038,1537.25,4.22,0.28,1173584352000,0.0,48,42,伟时电子,9.96
12,13,公用事业,BK0427,8410.6,22.62,0.27,199043329000,0.0,7,14,渤海股份,9.89
13,14,通信服务,BK0736,1064.1,2.28,0.21,3241239488000,0.0,11,19,中国卫通,9.98
14,15,互联网服务,BK0447,22783.14,40.92,0.18,1759436032000,0.0,52,79,海联讯,19.97
15,16,电力行业,BK0428,16715.82,28.06,0.17,3111976624000,0.0,33,30,ST旭蓝,4.71
16,17,房地产服务,BK1045,1193.23,1.93,0.16,99931601000,0.0,8,9,阳光股份,4.95
17,18,工程建设,BK0425,23262.45,30.79,0.13,1601849200000,0.0,28,31,大千生态,10.0
18,19,交运设备,BK0429,9183.97,11.64,0.13,697971488000,0.0,19,24,必得科技,7.69
19,20,燃气,BK1028,1536.24,1.79,0.12,292232736000,0.0,13,11,ST浩源,5.01
20,21,珠宝首饰,BK0734,363.19,0.36,0.1,142534722000,0.0,4,10,ST金一,4.47
21,22,家电行业,BK0456,19661.14,18.96,0.1,1913246896000,0.0,35,45,日出东方,10.04
22,23,化学制品,BK0538,23457.75,11.49,0.05,1347240368000,0.0,69,76,红 宝 丽,10.09
23,24,多元金融,BK0738,678.94,0.29,0.04,555935360000,0.0,7,12,海德股份,3.06
24,25,汽车零部件,BK0481,34282.35,8.03,0.02,1719941136000,0.0,77,119,大地电气,16.61
25,26,水泥建材,BK0424,25041.44,3.75,0.01,385553520000,0.0,8,16,龙泉股份,10.1
26,27,专业服务,BK1043,1196.47,-0.14,-0.01,212627588000,0.0,13,18,青矩技术,5.85
27,28,包装材料,BK0733,995.65,-0.31,-0.03,135469524000,0.0,6,17,紫江企业,8.83
28,29,贸易行业,BK0484,9695.78,-3.15,-0.03,334402752000,0.0,7,22,润欣科技,20.01
29,30,工程咨询服务,BK0726,738.02,-0.41,-0.06,203929090000,0.0,20,18,华建集团,5.03
30,31,非金属材料,BK1020,1264.62,-0.82,-0.06,387218752000,0.0,9,17,天马新材,6.88
31,32,环保行业,BK0728,425.13,-0.37,-0.09,649051312000,0.0,39,63,启迪环境,10.03
32,33,电源设备,BK1034,1705.67,-1.66,-0.1,418266384000,0.0,8,17,英杰电气,5.57
33,34,消费电子,BK1037,1463.43,-1.46,-0.1,2057014112000,0.0,41,51,和而泰,9.97
