,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,能源金属,BK1015,559.48,24.92,4.66,403487856000,1.74,12,0,威领股份,9.97
1,2,医药商业,BK1042,1093.85,44.81,4.27,361672176000,0.91,31,0,人民同泰,10.03
2,3,医疗服务,BK0727,1114.06,27.45,2.53,777823968000,0.99,40,5,国际医学,10.07
3,4,汽车整车,BK1029,1756.0,37.15,2.16,2290040272000,1.26,18,6,东风股份,10.03
4,5,中药,BK1040,1545.99,29.66,1.96,1017709632000,1.77,68,4,康惠制药,10.03
5,6,酿酒行业,BK0477,57030.14,896.26,1.6,4042592544000,0.47,37,2,岩石股份,4.59
6,7,化学制药,BK0465,31158.2,453.03,1.48,1804261296000,0.62,127,16,西点药业,10.52
7,8,小金属,BK1027,2084.92,29.73,1.45,718473408000,0.95,25,12,有研新材,10.01
8,9,美容护理,BK1035,826.13,11.55,1.42,322572080000,0.91,24,3,润本股份,6.16
9,10,生物制品,BK1044,924.72,12.85,1.41,1369012016000,0.59,64,11,神州细胞-U,7.4
10,11,化肥行业,BK0731,1382.76,19.17,1.41,399582784000,0.7,19,5,司尔特,9.15
11,12,电池,BK1033,1059.21,13.97,1.34,2301727856000,1.65,50,25,曼恩斯特,19.99
12,13,医疗器械,BK1041,868.79,10.99,1.28,1453643376000,0.51,99,19,鹿得医疗,8.74
13,14,化学原料,BK1019,790.7,9.88,1.27,882788656000,0.37,60,16,君正集团,10.09
14,15,商业百货,BK0482,15390.64,174.73,1.15,533420912000,0.93,47,12,宁波中百,10.03
15,16,多元金融,BK0738,688.11,7.44,1.09,564057232000,0.92,13,8,翠微股份,10.01
16,17,汽车零部件,BK0481,35549.52,382.3,1.09,1786090432000,1.89,150,64,冠盛股份,10.02
17,18,家电行业,BK0456,20100.33,209.14,1.05,1971736096000,0.97,62,25,金海高科,10.05
18,19,装修建材,BK0476,12769.77,118.61,0.94,470261584000,0.88,50,18,顾地科技,9.98
19,20,塑料制品,BK0454,12680.3,114.25,0.91,380556672000,1.09,51,33,道恩股份,10.0
20,21,农药兽药,BK0730,1010.06,8.92,0.89,280124656000,0.53,39,7,百傲化学,5.72
21,22,珠宝首饰,BK0734,366.44,3.17,0.87,143293866000,0.33,14,2,周大生,3.1
22,23,化学制品,BK0538,24267.14,204.59,0.85,1393778800000,0.71,112,48,红 宝 丽,9.98
23,24,家用轻工,BK0440,36485.48,305.77,0.85,274113152000,0.75,30,7,英派斯,4.77
24,25,纺织服装,BK0436,10191.22,84.37,0.83,508599296000,0.52,70,22,哈森股份,10.01
25,26,橡胶制品,BK1018,1439.78,11.3,0.79,294375248000,0.85,21,9,科强股份,6.41
26,27,工程机械,BK0739,1611.23,12.61,0.79,653012320000,0.49,21,11,宇通重工,10.0
27,28,造纸印刷,BK0470,9218.79,71.97,0.79,265419096000,0.68,21,14,滨海能源,9.96
28,29,光伏设备,BK1031,1389.13,10.79,0.78,1745050256000,0.86,44,31,爱旭股份,8.83
29,30,航空机场,BK0420,5186.79,39.8,0.77,731809680000,0.69,13,1,海控B股,3.33
30,31,银行,BK0475,3601.47,26.64,0.75,12374224640000,0.05,38,2,平安银行,1.81
31,32,食品饮料,BK0438,25625.53,163.25,0.64,1689805824000,0.49,94,22,嘉必优,19.98
32,33,旅游酒店,BK0485,15500.54,96.39,0.63,386832736000,0.73,32,4,西安饮食,2.71
33,34,电机,BK1030,1852.85,11.1,0.6,197719567000,1.56,12,12,神力股份,9.97
34,35,消费电子,BK1037,1519.66,9.02,0.6,2142633744000,0.91,59,42,和而泰,9.99
35,36,化纤行业,BK0471,13328.26,74.95,0.57,461496416000,0.33,14,9,恒申新材,7.29
36,37,航运港口,BK0450,10382.64,50.16,0.49,1070311856000,0.21,26,7,ST锦港,3.21
37,38,证券,BK0473,162050.62,764.43,0.47,3848411904000,0.41,37,10,锦龙股份,5.88
