,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,毛发医疗,BK0996,894.34,26.5,3.05,101994299000,0.76,14,0,国际医学,10.07
1,2,昨日连板_含一字,BK1051,584.32,15.73,2.77,630899808000,3.27,47,16,大港股份,10.0
2,3,SPD概念,BK1147,977.26,24.43,2.56,79800402000,1.13,11,0,华人健康,4.82
3,4,3D摄像头,BK0901,1592.85,39.31,2.53,603680016000,2.36,8,3,晶方科技,9.34
4,5,昨日涨停_含一字,BK1050,43223.21,1056.0,2.5,2822026240000,3.06,149,63,粤桂股份,10.04
5,6,锂矿概念,BK1173,1288.54,29.95,2.38,2634921664000,0.88,28,9,威领股份,9.97
6,7,屏下摄像,BK0947,1116.37,24.29,2.22,582279776000,1.03,6,3,维信诺,10.04
7,8,昨日连板,BK0816,110777.82,2380.5,2.2,372859584000,3.58,29,10,大港股份,10.0
8,9,昨日涨停,BK0815,225.14,4.8,2.18,2487821168000,3.35,131,58,粤桂股份,10.04
9,10,ST股,BK0511,5910.28,115.63,2.0,440992560000,0.71,92,27,*ST中润,4.95
10,11,环氧丙烷,BK1011,562.92,10.98,1.99,359760496000,0.31,8,5,红 宝 丽,9.98
11,12,注射器概念,BK0973,938.7,16.88,1.83,85360847000,1.14,11,2,天华新能,11.93
12,13,超级品牌,BK0811,2435.64,42.39,1.77,8884859136000,0.45,31,1,上汽集团,6.36
13,14,重组蛋白,BK1063,813.78,13.89,1.74,167654639000,0.49,13,1,神州细胞-U,7.59
14,15,独家药品,BK0676,2562.71,42.67,1.69,818875376000,0.77,36,3,新里程,10.0
15,16,AI制药,BK1170,1069.32,17.66,1.68,140845160000,0.9,13,2,嘉和美康,5.41
16,17,减肥药,BK1146,1055.33,17.36,1.67,424545184000,0.6,24,1,德源药业,3.78
17,18,疫苗冷链,BK0941,1221.41,19.52,1.62,524353184000,0.84,21,6,必创科技,9.52
18,19,中药概念,BK0615,2217.5,34.71,1.59,2121892400000,1.15,121,20,新里程,10.0
19,20,蒙脱石散,BK1123,1054.72,15.93,1.53,63937840000,0.76,9,1,易明医药,3.74
20,21,单抗概念,BK0870,1538.11,22.82,1.51,1495110816000,0.43,43,5,神州细胞-U,7.59
21,22,PEEK材料概念,BK1156,1150.16,17.01,1.5,247838422000,0.69,17,4,崇德科技,11.57
22,23,化妆品概念,BK0974,1087.08,15.63,1.46,749208432000,0.63,42,11,嘉必优,19.98
23,24,BC电池,BK1148,1018.0,14.26,1.42,475962016000,1.03,15,7,同享科技,9.06
24,25,茅指数,BK0999,759.72,10.55,1.41,13685253632000,0.34,34,8,宁德时代,5.55
25,26,互联医疗,BK0837,1038.13,14.39,1.41,5133321472000,1.33,69,33,东华软件,10.01
26,27,新冠药物,BK1060,812.09,11.12,1.39,607993296000,0.71,51,6,神州细胞-U,7.59
27,28,GDR,BK0868,967.06,13.24,1.39,1553528560000,0.3,10,1,欣旺达,4.24
28,29,地摊经济,BK0924,1793.33,24.19,1.37,664594368000,0.87,26,7,东风股份,10.03
29,30,幽门螺杆菌概念,BK1056,894.61,11.98,1.36,510564832000,0.84,43,7,康惠制药,10.03
30,31,痘病毒防治,BK1085,842.6,11.05,1.33,703072192000,0.63,50,5,西点药业,11.07
31,32,医疗美容,BK0889,1625.15,21.13,1.32,1091713184000,0.53,53,12,国际医学,10.07
32,33,维生素,BK0895,1742.12,22.49,1.31,441669680000,0.42,27,2,振华股份,3.91
33,34,流感,BK0906,1561.45,19.83,1.29,1397716896000,1.41,94,13,康惠制药,10.03
34,35,肝炎概念,BK1078,1198.55,15.2,1.28,469434272000,0.94,40,5,康惠制药,10.03
35,36,血氧仪,BK1122,961.61,12.15,1.28,143350099000,0.55,12,1,华盛昌,3.2
36,37,宁组合,BK1000,590.67,7.44,1.28,4497478656000,0.6,18,6,宁德时代,5.55
37,38,合成生物,BK1174,1126.84,13.81,1.24,1324829136000,0.64,86,19,嘉必优,19.98
38,39,数字货币,BK0883,1869.52,22.91,1.24,946094432000,1.81,43,33,御银股份,10.04
39,40,生物识别,BK0970,1532.78,18.59,1.23,1142338544000,1.87,23,27,东华软件,10.01
40,41,数字哨兵,BK1084,1574.3,18.97,1.22,95251655000,1.46,4,8,雄帝科技,19.99
41,42,汽车热管理,BK1089,1511.23,16.3,1.09,750357264000,1.52,42,32,和而泰,9.99
42,43,健康中国,BK0719,1159.51,12.36,1.08,1634029264000,1.26,76,20,新里程,10.0
43,44,青蒿素,BK0872,1587.95,16.92,1.08,299500288000,0.32,10,1,凯莱英,2.32
44,45,股权转让,BK0803,690.94,7.29,1.07,200113927000,1.28,25,12,天汽模,9.99
45,46,东盟自贸区概念,BK1154,1078.52,11.19,1.05,175299112000,0.41,8,6,南宁百货,6.56
46,47,创新药,BK1106,1169.28,11.95,1.03,1631088064000,0.51,66,15,神州细胞-U,7.59
47,48,生物疫苗,BK0548,26834.55,273.85,1.03,1172286176000,0.52,58,12,君正集团,10.09
48,49,央视50_,BK0610,2292.85,23.13,1.02,15299666176000,0.09,41,8,上汽集团,6.36
49,50,千金藤素,BK1083,1049.4,10.58,1.02,146401857000,0.2,4,1,优宁维,2.33
50,51,DRG/DIP,BK1054,1072.98,10.75,1.01,157600527000,0.89,8,9,东华软件,10.01
51,52,跨境支付,BK1071,1680.77,16.73,1.01,10692130048000,0.11,34,16,东华软件,10.01
52,53,内贸流通,BK1001,1195.21,11.88,1.0,1518556720000,0.77,110,47,翠微股份,10.01
