,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日连板_含一字,BK1051,256.42,14.5,5.99,142869664000,0.0,20,4,大宏立,20.0
1,2,昨日涨停_含一字,BK1050,22640.97,1190.63,5.55,858005888000,0.0,89,8,大宏立,20.0
2,3,昨日涨停,BK0815,125.12,6.49,5.47,828612400000,0.0,85,8,瑞奇智造,29.73
3,4,昨日连板,BK0816,60781.51,2593.22,4.46,100096353000,0.0,9,4,大宏立,20.0
4,5,时空大数据,BK1130,1144.07,47.37,4.32,133984647000,0.0,20,3,测绘股份,20.03
5,6,华为欧拉,BK1013,1534.14,61.72,4.19,306364816000,0.0,15,1,长亮科技,19.53
6,7,数据安全,BK1047,797.11,24.16,3.13,759109968000,0.0,67,4,盛邦安全,13.88
7,8,VPN,BK0885,943.38,27.32,2.98,257401202000,0.0,19,2,任子行,10.7
8,9,财税数字化,BK1176,1359.39,37.23,2.82,452479840000,0.0,35,4,长亮科技,19.53
9,10,网络安全,BK0655,3658.59,96.61,2.71,4513080576000,0.0,117,10,安控科技,19.73
10,11,华为昇腾,BK0995,1244.32,31.48,2.6,319471904000,0.0,20,1,川大智胜,9.97
11,12,智慧政务,BK0886,1087.14,25.57,2.41,551643248000,0.0,63,9,众诚科技,21.49
12,13,数字货币,BK0883,1573.0,35.3,2.3,813444192000,0.0,60,7,信息发展,19.79
13,14,麒麟电池,BK1092,1002.85,22.23,2.27,1121156320000,0.0,5,3,科创新源,18.02
14,15,IPv6,BK0897,1092.45,23.56,2.2,505850384000,0.0,11,1,大唐电信,10.06
15,16,国资云概念,BK1008,1262.17,26.99,2.19,309964080000,0.0,17,1,常山北明,9.22
16,17,高带宽内存,BK1152,790.27,16.75,2.17,116373572000,0.0,10,2,天马新材,12.87
17,18,数据要素,BK1135,923.68,19.26,2.13,1439220656000,0.0,96,17,众诚科技,21.49
18,19,电子身份证,BK1075,1049.89,21.82,2.12,297201904000,0.0,27,2,任子行,10.7
19,20,信创,BK1104,1414.24,28.79,2.08,2979658208000,0.0,182,30,众诚科技,21.49
20,21,空间计算,BK1143,993.73,20.14,2.07,115797745000,0.0,17,5,测绘股份,20.03
21,22,鸿蒙概念,BK0953,1310.27,25.92,2.02,1848541760000,0.0,68,14,测绘股份,20.03
22,23,AI芯片,BK1127,953.51,18.72,2.0,945866560000,0.0,24,1,海光信息,8.29
23,24,数字经济,BK1061,986.03,18.59,1.92,1412060496000,0.0,113,20,众诚科技,21.49
24,25,成渝特区,BK0534,16735.32,307.08,1.87,2234459152000,0.0,57,18,大宏立,20.0
25,26,EDR概念,BK1049,1241.54,22.74,1.87,216788265000,0.0,9,5,国投智能,4.84
26,27,国产软件,BK0696,2664.48,47.95,1.83,2687788160000,0.0,182,25,测绘股份,20.03
27,28,星闪概念,BK1149,1128.93,19.85,1.79,446500160000,0.0,28,5,利尔达,14.53
28,29,云计算,BK0579,2381.44,41.35,1.77,7351698432000,0.0,186,26,信息发展,19.79
29,30,车联网(车路云),BK0920,1171.39,20.32,1.77,5084785408000,0.0,165,30,信息发展,19.79
30,31,MLOps概念,BK1132,919.73,15.75,1.74,175177663000,0.0,6,2,绿盟科技,8.01
31,32,京东金融,BK0849,1275.48,21.21,1.69,230717892000,0.0,7,0,任子行,10.7
32,33,Chiplet概念,BK1101,1205.54,20.02,1.69,469562144000,0.0,22,2,文一科技,10.02
33,34,算力概念,BK1134,1104.23,18.28,1.68,5807444224000,0.0,101,18,测绘股份,20.03
34,35,智慧城市,BK0628,4092.1,65.07,1.62,2127833744000,0.0,156,34,众诚科技,21.49
35,36,国家安防,BK0667,2295.49,35.57,1.57,1450579040000,0.0,86,22,信息发展,19.79
36,37,跨境支付,BK1071,1456.32,21.23,1.48,11073804800000,0.0,35,8,长亮科技,19.53
37,38,东数西算,BK1064,1127.85,16.06,1.44,746914192000,0.0,46,4,浙大网新,9.74
38,39,碳化硅,BK0977,1096.83,15.59,1.44,502135104000,0.0,28,2,科创新源,18.02
39,40,北斗导航,BK0629,4629.23,65.66,1.44,808145280000,0.0,51,19,信息发展,19.79
40,41,油气设服,BK0606,1407.64,19.81,1.43,2047930736000,0.0,35,6,瑞奇智造,29.73
41,42,汽车芯片,BK0969,922.78,12.83,1.41,852993408000,0.0,39,6,格尔软件,9.91
42,43,数据确权,BK1118,1306.66,18.01,1.4,266412139000,0.0,27,5,中孚信息,7.72
43,44,移动支付,BK0556,9722.79,133.47,1.39,3282549920000,0.0,53,8,大唐电信,10.06
44,45,Web3.0,BK1110,1322.55,18.12,1.39,392856848000,0.0,38,5,格尔软件,9.91
45,46,商汤概念,BK0942,904.2,12.24,1.37,362076528000,0.0,10,4,神思电子,5.33
46,47,大数据,BK0634,3874.59,51.86,1.36,4491939328000,0.0,235,42,众诚科技,21.49
47,48,液冷概念,BK1138,812.38,10.73,1.34,772933136000,0.0,43,8,科创新源,18.02
48,49,RCS概念,BK0919,1147.45,15.09,1.33,175696227000,0.0,14,3,国华网安,10.03
49,50,百元股,BK1059,573.23,7.41,1.31,10448717568000,0.0,44,8,龙芯中科,19.97
50,51,边缘计算,BK0860,1549.65,19.65,1.28,2316663616000,0.0,93,20,安控科技,19.73
51,52,量子通信,BK0710,1924.8,24.35,1.28,1156543168000,0.0,39,10,中国长城,10.0
52,53,英伟达概念,BK1161,1086.75,13.65,1.27,663888160000,0.0,33,7,深信服,5.45
53,54,钒电池,BK1095,966.83,12.08,1.27,420448608000,0.0,16,1,新筑股份,7.14
54,55,UWB概念,BK0880,1366.52,16.93,1.25,355382560000,0.0,16,2,中科信息,6.13
55,56,ETC,BK0875,1404.49,17.33,1.25,338292080000,0.0,35,6,云星宇,9.48
56,57,生物识别,BK0970,1216.4,14.96,1.25,929037168000,0.0,38,7,川大智胜,9.97
57,58,电子车牌,BK0982,1200.43,14.58,1.23,157160188000,0.0,12,1,易华录,3.46
58,59,区块链,BK0830,862.66,10.33,1.21,7676776192000,0.0,159,35,信息发展,19.79
59,60,数字孪生,BK0861,1165.46,13.93,1.21,894873376000,0.0,54,15,测绘股份,20.03
60,61,核能核电,BK0577,1671.39,19.84,1.2,2694645728000,0.0,88,26,瑞奇智造,29.73
61,62,电子烟,BK0865,1469.4,17.18,1.18,871385408000,0.0,35,8,大富科技,11.11
62,63,地下管网,BK1058,871.57,10.14,1.18,294308848000,0.0,23,14,测绘股份,20.03
63,64,第三代半导体,BK0952,1116.32,12.84,1.16,1476258048000,0.0,80,12,光智科技,19.99
64,65,物联网,BK0554,11326.36,128.5,1.15,7628176640000,0.0,256,62,安控科技,19.73
65,66,人工智能,BK0800,1216.58,13.42,1.12,7841935872000,0.0,382,117,众诚科技,21.49
66,67,华为海思,BK1180,1229.52,13.45,1.11,666489856000,0.0,29,6,深圳华强,9.61
67,68,工业互联,BK0832,1647.56,18.0,1.1,3909571376000,0.0,127,32,安控科技,19.73
68,69,数据中心,BK0922,1300.82,14.15,1.1,5411677696000,0.0,140,33,科创新源,18.02
69,70,AIPC,BK1164,1190.61,12.77,1.08,751913328000,0.0,30,6,中科创达,5.43
70,71,化债(AMC)概念,BK0980,919.56,9.75,1.07,998572160000,0.0,32,11,长亮科技,19.53
71,72,职业教育,BK1022,1016.48,10.71,1.06,605827856000,0.0,41,13,川大智胜,9.97
72,73,富士康,BK0842,1388.04,14.36,1.05,336767632000,0.0,18,8,科创新源,18.02
73,74,国产芯片,BK0891,2500.48,25.67,1.04,8387820288000,0.0,261,59,龙芯中科,19.97
74,75,中芯概念,BK0935,1067.26,10.92,1.03,1981977472000,0.0,47,9,大唐电信,10.06
75,76,数字水印,BK1129,827.08,8.43,1.03,92386785000,0.0,10,4,吉大正元,3.84
76,77,中超概念,BK0635,1942.88,19.44,1.01,221669365000,0.0,7,0,绿地控股,1.89
77,78,ChatGPT概念,BK1126,1474.31,14.69,1.01,1793639248000,0.0,54,13,浙大网新,9.74
78,79,互联医疗,BK0837,859.49,8.53,1.0,4937881856000,0.0,65,19,众诚科技,21.49
79,80,存储芯片,BK1137,1081.99,10.57,0.99,826693056000,0.0,38,5,国芯科技,4.43
80,81,胎压监测,BK0898,1734.88,16.9,0.98,280256160000,0.0,19,5,索菱股份,10.04
81,82,F5G概念,BK1088,1710.31,16.53,0.98,545136816000,0.0,19,2,四川九洲,4.53
82,83,元宇宙概念,BK1009,1606.27,15.44,0.97,4102622528000,0.0,93,27,测绘股份,20.03
83,84,远程办公,BK0912,1164.55,11.18,0.97,630531456000,0.0,31,3,梦网科技,4.93
84,85,无人驾驶,BK0802,1365.29,13.05,0.97,4948601600000,0.0,159,46,光智科技,19.99
85,86,AI手机,BK1162,1132.07,10.8,0.96,663529296000,0.0,21,6,中科创达,5.43
86,87,智慧灯杆,BK1069,1172.49,11.16,0.96,112489430000,0.0,16,6,格利尔,8.01
87,88,增强现实,BK0801,872.66,8.28,0.96,507324656000,0.0,34,9,川大智胜,9.97
88,89,智能穿戴,BK0641,2381.36,22.45,0.95,2265241024000,0.0,78,21,大富科技,11.11
89,90,纾困概念,BK0851,1409.1,13.16,0.94,390805232000,0.0,32,15,大富科技,11.11
