,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日连板_含一字,BK1051,453.89,31.76,7.52,928766800000,9.39,63,3,深康佳Ａ,10.0
1,2,昨日连板,BK0816,92030.42,5788.06,6.71,494532176000,11.91,30,4,川发龙蟒,10.02
2,3,昨日涨停_含一字,BK1050,33791.91,1689.81,5.26,2053109520000,8.09,160,24,深康佳Ａ,10.0
3,4,昨日涨停,BK0815,181.67,7.97,4.59,1851470752000,9.03,146,31,皇庭国际,10.06
4,5,光伏建筑一体化,BK0978,1261.4,28.4,2.3,1128347200000,0.72,65,16,宝鹰股份,10.2
5,6,TOPCon电池,BK1097,785.38,16.24,2.11,722531824000,1.4,37,6,宝馨科技,9.98
6,7,通用航空,BK0625,5758.34,112.7,2.0,1170346624000,1.1,21,18,万丰奥威,9.99
7,8,万达概念,BK0831,971.91,17.34,1.82,520106320000,0.49,11,3,中航产融,10.13
8,9,举牌,BK0685,1992.86,35.16,1.8,56797617000,1.2,7,2,华闻集团,6.75
9,10,低价股,BK1053,869.24,14.83,1.74,2029258432000,0.58,185,43,宝鹰股份,10.2
10,11,赛马概念,BK0709,626.44,10.65,1.73,17444423000,2.07,2,2,海南瑞泽,9.38
11,12,钒电池,BK1095,1135.93,18.86,1.69,558859360000,0.95,13,8,四川长虹,10.01
12,13,新型城镇化,BK1080,845.29,13.57,1.63,422568960000,0.95,79,18,中化岩土,10.13
13,14,商汤概念,BK0942,1086.87,17.15,1.6,470966352000,3.37,7,7,上海电气,9.41
14,15,HIT电池,BK0908,2456.73,38.4,1.59,768193008000,0.89,28,10,双良节能,10.08
15,16,券商概念,BK0711,1116.2,16.82,1.53,3989459024000,0.52,51,5,第一创业,9.99
16,17,超超临界发电,BK1087,1185.46,17.39,1.49,921887216000,0.32,31,11,双良节能,10.08
17,18,生物质能发电,BK1098,913.58,13.18,1.46,201336700000,0.56,19,6,新动力,14.02
18,19,PPP模式,BK0721,659.31,9.48,1.46,2384186064000,0.48,111,40,深康佳Ａ,10.0
19,20,发电机概念,BK1014,1073.77,15.29,1.44,121057487000,1.56,11,9,新柴股份,9.86
20,21,绿色电力,BK1024,1001.01,14.1,1.43,4770125568000,0.49,102,24,电投产融,10.01
21,22,同步磁阻电机,BK1131,1092.27,15.27,1.42,42696861000,0.91,3,3,伟创电气,5.19
22,23,医废处理,BK0914,1037.16,14.26,1.39,202819848000,0.65,28,5,宝馨科技,9.98
23,24,壳资源,BK0820,944.58,11.88,1.27,255058039000,1.1,51,23,精伦电子,9.93
