,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,小金属,BK1027,1944.49,50.52,2.67,693058736000,0.24,25,7,英洛华,9.96
1,2,电机,BK1030,1584.7,22.9,1.47,173320664000,0.11,17,6,科力尔,9.98
2,3,证券,BK0473,146311.3,1172.05,0.81,3409267488000,0.03,47,2,东兴证券,4.22
3,4,化肥行业,BK0731,1296.35,5.34,0.41,378453504000,0.04,17,5,川发龙蟒,3.12
4,5,航运港口,BK0450,9878.22,29.94,0.3,1062680528000,0.01,16,11,盐 田 港,1.23
5,6,有色金属,BK0478,15766.76,47.74,0.3,1102431360000,0.04,44,19,银邦股份,7.46
6,7,医疗器械,BK1041,772.78,2.05,0.27,1314304160000,0.02,58,42,浩欧博,20.0
7,8,工程机械,BK0739,1456.52,3.67,0.25,624233984000,0.02,17,11,荣亿精密,8.97
8,9,生物制品,BK1044,834.25,1.67,0.2,1252914352000,0.01,45,20,荣昌生物,8.11
9,10,石油行业,BK0464,5124.41,10.23,0.2,3740399552000,0.0,9,7,ST新潮,3.43
10,11,通用设备,BK0545,27694.67,55.24,0.2,1043719408000,0.04,101,87,旺成科技,29.93
11,12,化学原料,BK1019,722.9,1.32,0.18,828279312000,0.02,33,33,金浦钛业,7.22
12,13,医药商业,BK1042,993.52,1.8,0.18,333378128000,0.05,15,12,健之佳,8.54
13,14,能源金属,BK1015,489.09,0.88,0.18,346654816000,0.07,8,5,华友钴业,1.78
14,15,装修装饰,BK0725,471.51,0.84,0.18,118651397000,0.1,17,18,宝鹰股份,10.03
15,16,非金属材料,BK1020,1136.68,1.99,0.18,355353088000,0.1,20,9,奔朗新材,8.04
16,17,煤炭行业,BK0437,10972.83,18.57,0.17,1925800240000,0.01,24,6,上海能源,1.38
17,18,航空机场,BK0420,4751.12,7.94,0.17,679883696000,0.22,5,3,海航控股,5.26
18,19,橡胶制品,BK1018,1285.52,2.04,0.16,273393696000,0.02,11,15,阳谷华泰,20.03
19,20,房地产开发,BK0451,13028.04,20.28,0.16,1200186416000,0.08,43,35,华夏幸福,9.96
20,21,汽车整车,BK1029,1524.92,2.03,0.13,2070389520000,0.03,14,9,赛力斯,5.33
21,22,银行,BK0475,3543.93,4.11,0.12,12435689984000,0.0,19,5,齐鲁银行,1.06
22,23,游戏,BK1046,1002.54,0.97,0.1,308378784000,0.04,12,13,*ST文投,4.63
23,24,塑料制品,BK0454,11329.33,10.73,0.09,344924944000,0.05,31,42,横河精密,20.02
24,25,化学制药,BK0465,28235.98,25.99,0.09,1687324288000,0.03,71,54,常山药业,4.57
25,26,多元金融,BK0738,620.6,0.51,0.08,514797232000,0.12,12,7,渤海租赁,10.11
