,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日连板,BK0816,93841.68,7599.32,8.81,499542336000,0.0,31,2,安徽凤凰,20.28
1,2,昨日涨停,BK0815,188.66,14.96,8.61,1912447296000,0.0,168,5,安徽凤凰,20.28
2,3,昨日涨停_含一字,BK1050,34838.09,2735.99,8.52,2112438336000,0.0,176,4,凌志软件,20.03
3,4,昨日连板_含一字,BK1051,458.07,35.94,8.51,936305888000,0.0,62,2,豆神教育,20.02
4,5,同步磁阻电机,BK1131,1119.17,42.17,3.92,42901057000,0.0,5,0,伟创电气,10.0
5,6,3D玻璃,BK0881,1121.17,37.74,3.48,279895360000,0.0,10,3,星星科技,19.9
6,7,商汤概念,BK0942,1105.72,36.0,3.37,480511136000,0.0,6,6,立昂技术,20.04
7,8,华为欧拉,BK1013,1829.37,58.39,3.3,360329264000,0.0,12,2,创意信息,19.91
8,9,屏下摄像,BK0947,959.46,29.42,3.16,539231216000,0.0,8,2,欧菲光,9.98
9,10,华为昇腾,BK0995,1446.07,43.79,3.12,388179888000,0.0,13,4,创意信息,19.91
10,11,退税商店,BK0933,1093.38,28.89,2.71,128958512000,0.0,8,2,百大集团,10.03
11,12,赛马概念,BK0709,631.72,15.93,2.59,17652693000,0.0,2,1,海南瑞泽,10.16
12,13,鸡肉概念,BK0887,754.78,18.55,2.52,384750608000,0.0,13,3,晓鸣股份,20.0
13,14,财税数字化,BK1176,1579.77,37.74,2.45,527581536000,0.0,22,9,豆神教育,20.02
14,15,富士康,BK0842,1599.45,37.51,2.4,375499616000,0.0,17,9,中钨高新,10.03
15,16,通用航空,BK0625,5777.92,132.28,2.34,1166357312000,0.0,20,10,宝利国际,19.96
16,17,MicroLED,BK0948,1033.16,22.25,2.2,490344592000,0.0,14,4,深康佳Ａ,10.0
17,18,AI芯片,BK1127,1103.9,22.96,2.12,1089391456000,0.0,14,8,恒烁股份,19.91
18,19,AI手机,BK1162,1298.99,26.21,2.06,745961488000,0.0,20,9,格林精密,20.0
19,20,PEEK材料概念,BK1156,1062.13,20.5,1.97,223483909000,0.0,10,9,崇德科技,19.98
20,21,裸眼3D,BK1142,1005.68,19.07,1.93,307512864000,0.0,13,4,福日电子,10.04
21,22,柔性屏(折叠屏),BK1160,1350.4,24.67,1.86,988504032000,0.0,44,17,格林精密,20.0
22,23,电子纸概念,BK1057,1090.35,19.25,1.8,371538192000,0.0,7,4,冠捷科技,10.0
23,24,智慧政务,BK0886,1234.92,21.73,1.79,639750608000,0.0,44,24,豆神教育,20.02
24,25,飞行汽车(eVTOL),BK1157,1549.51,26.8,1.76,637118432000,0.0,31,13,建新股份,20.02
25,26,熊去氧胆酸,BK1120,980.99,16.94,1.76,350013280000,0.0,12,5,宣泰医药,20.0
26,27,共享经济,BK0807,789.87,13.57,1.75,230691664000,0.0,7,5,中电兴发,10.06
27,28,华为海思,BK1180,1425.22,23.62,1.69,762526304000,0.0,23,9,惠伦晶体,19.93
28,29,UWB概念,BK0880,1526.75,24.99,1.66,402219904000,0.0,14,5,中电兴发,10.06
29,30,电子后视镜,BK1125,1412.0,22.56,1.62,321435040000,0.0,9,6,冠捷科技,10.0
30,31,万达概念,BK0831,969.91,15.34,1.61,520098928000,0.0,9,4,光明地产,9.96
31,32,F5G概念,BK1088,1986.49,31.18,1.59,572473136000,0.0,13,4,光迅科技,10.0
32,33,中超概念,BK0635,2147.79,33.44,1.58,219184897000,0.0,4,3,华夏幸福,10.14
33,34,钛白粉,BK0805,1017.06,15.81,1.58,144276409000,0.0,8,2,金浦钛业,9.56
34,35,钒电池,BK1095,1134.67,17.6,1.58,559251776000,0.0,12,5,四川长虹,10.01
35,36,HIT电池,BK0908,2456.16,37.83,1.56,769369872000,0.0,26,8,双良节能,10.08
36,37,3D摄像头,BK0901,1437.88,21.85,1.54,594440656000,0.0,7,1,欧菲光,9.98
37,38,空间计算,BK1143,1064.44,16.08,1.53,124802832000,0.0,13,5,宏景科技,14.63
38,39,激光雷达,BK1002,1386.1,20.88,1.53,363747152000,0.0,17,7,机科股份,14.63
39,40,光伏建筑一体化,BK0978,1251.74,18.74,1.52,1133538800000,0.0,53,17,霍普股份,15.61
40,41,汽车一体化压铸,BK1093,1051.53,15.71,1.52,293080192000,0.0,15,5,机科股份,14.63
41,42,信创,BK1104,1587.3,23.14,1.48,3325789744000,0.0,110,70,立昂技术,20.04
42,43,AI眼镜,BK1178,1459.6,21.19,1.47,966338032000,0.0,33,23,格林精密,20.0
43,44,智能电视,BK0656,1135.09,16.44,1.47,300533664000,0.0,10,2,四川长虹,10.01
44,45,跨境支付,BK1071,1603.66,23.0,1.46,10642908160000,0.0,22,16,润和软件,10.94
45,46,东盟自贸区概念,BK1154,1026.24,14.69,1.45,169457562000,0.0,9,3,华纺股份,10.0
46,47,超清视频,BK0859,1714.59,24.18,1.43,2292865984000,0.0,52,23,福光股份,17.82
47,48,智谱AI,BK1182,1051.99,14.79,1.43,400339664000,0.0,18,13,豆神教育,20.02
48,49,可控核聚变,BK1163,1176.09,16.2,1.4,361407888000,0.0,10,5,联创光电,10.0
49,50,TOPCon电池,BK1097,779.82,10.68,1.39,717777952000,0.0,30,11,永和智控,10.0
50,51,全息技术,BK0699,2036.72,27.07,1.35,143900435000,0.0,5,3,联创光电,10.0
51,52,纳米银,BK0855,1659.92,21.88,1.34,118666696000,0.0,5,2,欧菲光,9.98
52,53,时空大数据,BK1130,1245.69,16.41,1.33,144387053000,0.0,13,6,中电兴发,10.06
53,54,钙钛矿电池,BK1094,745.77,9.74,1.32,511787088000,0.0,19,8,宝馨科技,9.76
54,55,电子车牌,BK0982,1328.19,17.23,1.31,165765522000,0.0,10,7,立昂技术,20.04
55,56,低碳冶金,BK0979,962.53,12.41,1.31,303369520000,0.0,3,0,酒钢宏兴,9.84
56,57,ST股,BK0511,5246.53,67.29,1.3,348741008000,0.0,62,34,*ST开元,17.89
57,58,发电机概念,BK1014,1072.23,13.75,1.3,122026946000,0.0,11,7,动力新科,9.94
58,59,云计算,BK0579,2682.22,34.27,1.29,7647578112000,0.0,109,74,立昂技术,20.04
59,60,OLED,BK0840,2447.88,30.78,1.27,2103828368000,0.0,68,29,星星科技,19.9
60,61,并购重组概念,BK1181,1093.19,13.72,1.27,1251211952000,0.0,35,16,旭杰科技,10.95
61,62,成渝特区,BK0534,18133.55,227.31,1.27,2413660208000,0.0,42,27,四川长虹,10.01
62,63,网络安全,BK0655,4038.51,50.57,1.27,4598199808000,0.0,67,41,立昂技术,20.04
63,64,光通信模块,BK1136,1258.33,15.29,1.23,878998432000,0.0,32,15,光迅科技,10.0
64,65,ChatGPT概念,BK1126,1675.06,20.01,1.21,1910214688000,0.0,39,21,*ST开元,17.89
65,66,京东金融,BK0849,1360.73,16.21,1.21,224515567000,0.0,4,5,ST峡创,16.08
66,67,湖北自贸,BK0926,1404.41,16.72,1.2,341824432000,0.0,18,7,兴图新科,19.98
67,68,算力概念,BK1134,1264.59,15.03,1.2,5931713536000,0.0,67,46,寒武纪-U,18.81
68,69,纾困概念,BK0851,1612.29,19.08,1.2,439714752000,0.0,24,16,飞马国际,10.04
69,70,IPv6,BK0897,1288.65,15.13,1.19,537352576000,0.0,8,0,深康佳Ａ,10.0
70,71,边缘计算,BK0860,1733.44,20.15,1.18,2570494768000,0.0,62,48,立昂技术,20.04
71,72,PPP模式,BK0721,657.46,7.63,1.17,2388569504000,0.0,78,42,新动力,16.31
72,73,MiniLED,BK0902,1683.87,19.45,1.17,923652080000,0.0,33,16,翔腾新材,10.0
73,74,数据中心,BK0922,1471.45,16.78,1.15,5643304960000,0.0,96,62,立昂技术,20.04
74,75,智慧城市,BK0628,4635.06,52.48,1.15,2391550544000,0.0,114,63,立昂技术,20.04
75,76,低价股,BK1053,864.07,9.66,1.13,2014133712000,0.0,106,72,ST峡创,16.08
76,77,建筑节能,BK1076,854.44,9.48,1.12,189997817000,0.0,24,9,霍普股份,15.61
77,78,星闪概念,BK1149,1300.68,14.4,1.12,525499520000,0.0,16,13,海能达,9.98
78,79,新型工业化,BK1150,966.12,10.5,1.1,1463564352000,0.0,42,21,机科股份,14.63
79,80,新型城镇化,BK1080,840.82,9.1,1.09,422265632000,0.0,40,30,霍普股份,15.61
80,81,虚拟电厂,BK0958,1661.28,17.94,1.09,647405328000,0.0,32,11,*ST开元,17.89
81,82,远程办公,BK0912,1281.23,13.73,1.08,661398784000,0.0,19,10,兴图新科,19.98
82,83,土地流转,BK0632,1546.3,16.1,1.05,438292656000,0.0,21,16,朗源股份,20.0
83,84,职业教育,BK1022,1153.03,11.95,1.05,624234112000,0.0,34,21,*ST开元,17.89
84,85,CPO概念,BK1128,2377.69,24.61,1.05,1354650416000,0.0,23,11,光迅科技,10.0
85,86,航母概念,BK0715,868.77,8.84,1.03,1230520912000,0.0,19,12,中信海直,10.01
86,87,碳交易,BK0966,1430.55,14.25,1.01,2591461376000,0.0,66,38,新动力,16.31
87,88,天基互联,BK0921,1391.32,13.78,1.0,539670848000,0.0,21,11,创意信息,19.91
88,89,物联网,BK0554,12675.72,125.31,1.0,7934019072000,0.0,176,109,立昂技术,20.04
89,90,风能,BK0595,1825.1,17.87,0.99,6523575040000,0.0,131,51,崇德科技,19.98
90,91,装配建筑,BK0945,909.08,8.9,0.99,1526213552000,0.0,39,24,霍普股份,15.61
91,92,电子烟,BK0865,1668.56,16.15,0.98,944140624000,0.0,21,15,格林精密,20.0
92,93,水利建设,BK0597,1513.07,14.62,0.98,2135002352000,0.0,63,25,龙泉股份,10.02
93,94,6G概念,BK0964,1333.65,12.83,0.97,514214032000,0.0,17,5,星星科技,19.9
94,95,玻璃基板,BK1175,1300.14,12.49,0.97,520289856000,0.0,20,10,沃格光电,9.99
95,96,绿色电力,BK1024,996.34,9.43,0.96,4770692608000,0.0,79,26,飞马国际,10.04
96,97,AIPC,BK1164,1369.44,12.91,0.95,850212720000,0.0,19,13,格林精密,20.0
97,98,低空经济,BK1166,1302.59,12.26,0.95,2842321648000,0.0,104,70,建新股份,20.02
98,99,智能电网,BK0581,1513.11,14.22,0.95,1917173200000,0.0,97,46,创意信息,19.91
99,100,REITs概念,BK0992,810.59,7.59,0.95,911966064000,0.0,13,8,百联股份,6.11
100,101,在线教育,BK0662,1984.72,18.52,0.94,1471203712000,0.0,53,42,豆神教育,20.02
101,102,荣耀概念,BK1177,1482.13,13.76,0.94,968939872000,0.0,27,17,福日电子,10.04
102,103,虚拟现实,BK0722,985.41,9.06,0.93,3328472608000,0.0,102,81,格林精密,20.0
103,104,参股保险,BK0604,2174.76,19.89,0.92,5496623360000,0.0,39,25,ST峡创,16.08
104,105,PVDF概念,BK1012,763.69,6.96,0.92,239706700000,0.0,8,6,中创环保,8.89
105,106,工程机械概念,BK0991,1186.15,10.69,0.91,885196432000,0.0,20,15,山河智能,10.05
106,107,VPN,BK0885,1046.01,9.42,0.91,283808032000,0.0,12,7,迪普科技,20.01
107,108,太阳能,BK0588,2990.02,26.85,0.91,7875169280000,0.0,226,107,海泰新能,21.38
108,109,地摊经济,BK0924,1636.72,14.68,0.91,581435568000,0.0,14,11,兰州黄河,9.97
109,110,植物照明,BK1007,951.26,8.4,0.89,168556933000,0.0,8,5,万润科技,9.99
110,111,碳纤维,BK1171,1157.05,10.17,0.89,341464224000,0.0,21,9,万丰奥威,9.99
111,112,军民融合,BK0808,1496.14,13.13,0.89,2956593664000,0.0,85,62,兴图新科,19.98
112,113,华为概念,BK0854,3049.61,25.9,0.86,12348846080000,0.0,337,218,立昂技术,20.04
113,114,MLCC,BK0890,1833.44,15.1,0.83,182870156000,0.0,7,5,利和兴,6.09
114,115,医废处理,BK0914,1031.39,8.49,0.83,201435883000,0.0,16,9,机科股份,14.63
115,116,碳基材料,BK1006,738.36,6.06,0.83,177925165000,0.0,11,3,力合科创,9.97
116,117,壳资源,BK0820,940.41,7.71,0.83,253244271000,0.0,38,27,中捷资源,10.08
117,118,大数据,BK0634,4334.79,35.47,0.83,4906918656000,0.0,144,96,立昂技术,20.04
118,119,国资云概念,BK1008,1392.5,11.21,0.81,349716256000,0.0,9,7,常山北明,10.01
119,120,蓝宝石,BK0674,2544.91,20.48,0.81,545736656000,0.0,12,3,晶升股份,2.95
120,121,粤港自贸,BK0677,2859.03,22.99,0.81,1075674528000,0.0,31,27,深城交,13.11
121,122,国家安防,BK0667,2603.72,20.92,0.81,1610048560000,0.0,58,43,立昂技术,20.04
122,123,房屋检测,BK1179,1251.98,10.01,0.81,224269985000,0.0,18,13,深城交,13.11
123,124,化工原料,BK0512,19969.7,159.45,0.8,1151334608000,0.0,26,19,海科新源,20.03
124,125,生物质能发电,BK1098,907.64,7.24,0.8,200464760000,0.0,11,7,新动力,16.31
125,126,数据安全,BK1047,883.23,7.03,0.8,826239536000,0.0,34,21,迪普科技,20.01
126,127,ETC,BK0875,1571.22,12.44,0.8,371766464000,0.0,21,20,立昂技术,20.04
127,128,人工智能,BK0800,1352.47,10.61,0.79,8573968128000,0.0,258,179,立昂技术,20.04
128,129,超超临界发电,BK1087,1177.29,9.22,0.79,916964944000,0.0,24,10,双良节能,10.08
129,130,独角兽,BK0835,1570.37,12.23,0.78,5074310144000,0.0,59,46,立昂技术,20.04
130,131,智能穿戴,BK0641,2697.8,20.95,0.78,2523790736000,0.0,46,43,格林精密,20.0
131,132,租售同权,BK0822,800.49,6.2,0.78,485731392000,0.0,6,10,皇庭国际,10.06
132,133,数字孪生,BK0861,1275.84,9.84,0.78,936712560000,0.0,39,26,创意信息,19.91
133,134,小米概念,BK0833,1633.24,12.59,0.78,2807813664000,0.0,82,69,格林精密,20.0
134,135,深圳特区,BK0549,29506.69,224.42,0.77,9374625536000,0.0,162,109,北鼎股份,20.04
135,136,熔盐储能,BK1103,722.9,5.48,0.76,69891662000,0.0,4,3,西子洁能,8.15
136,137,移动支付,BK0556,10821.52,81.94,0.76,3246917760000,0.0,22,25,美格智能,10.0
137,138,户外露营,BK1079,1042.27,7.85,0.76,113847810000,0.0,10,9,泰鹏智能,30.0
138,139,电子身份证,BK1075,1174.75,8.82,0.76,325093072000,0.0,13,17,南天信息,9.99
139,140,BC电池,BK1148,877.34,6.56,0.75,436231280000,0.0,14,6,永和智控,10.0
140,141,字节概念,BK0923,1152.15,8.5,0.74,633554960000,0.0,27,26,华软科技,10.02
141,142,工业母机,BK1004,1272.76,9.34,0.74,1176387504000,0.0,43,25,机科股份,14.63
142,143,工业4.0,BK0810,1981.9,14.5,0.74,2523483408000,0.0,66,39,星星科技,19.9
143,144,eSIM,BK0956,1352.51,9.89,0.74,283889344000,0.0,2,4,美格智能,10.0
144,145,互联医疗,BK0837,942.7,6.87,0.73,4920358400000,0.0,41,31,ST峡创,16.08
145,146,长寿药,BK0936,942.62,6.81,0.73,129783996000,0.0,9,3,兄弟科技,10.11
146,147,PCB,BK0877,1554.77,11.15,0.72,944941296000,0.0,46,18,光洋股份,9.96
147,148,气溶胶检测,BK1065,1194.89,8.56,0.72,223071116000,0.0,6,1,京东方Ａ,2.21
148,149,毫米波概念,BK1124,1358.57,9.73,0.72,426912672000,0.0,23,11,创意信息,19.91
149,150,沪企改革,BK0672,2535.84,18.13,0.72,946438704000,0.0,15,20,华建集团,10.02
150,151,节能环保,BK0494,10301.62,72.72,0.71,3719302160000,0.0,194,122,京源环保,19.98
151,152,超导概念,BK0679,3616.87,25.37,0.71,234902029000,0.0,7,6,联创光电,10.0
152,153,无人驾驶,BK0802,1544.11,10.81,0.71,5320382976000,0.0,105,84,青云科技-U,18.59
153,154,区块链,BK0830,957.82,6.65,0.7,7881202944000,0.0,112,72,福光股份,17.82
154,155,机器视觉,BK0998,1269.73,8.77,0.7,374280704000,0.0,31,15,机科股份,14.63
155,156,商业航天,BK0963,1423.71,9.83,0.7,1481101472000,0.0,72,48,西菱动力,20.03
156,157,农业种植,BK0888,1914.68,13.12,0.69,709757456000,0.0,31,34,润农节水,29.99
157,158,新能源,BK0493,13497.84,92.48,0.69,5836735488000,0.0,113,53,霍普股份,15.61
158,159,元宇宙概念,BK1009,1825.1,12.5,0.69,4197192016000,0.0,63,51,创意信息,19.91
159,160,车联网(车路云),BK0920,1311.51,8.82,0.68,5445512960000,0.0,105,74,立昂技术,20.04
160,161,数字经济,BK1061,1106.4,7.44,0.68,1645226192000,0.0,71,56,ST峡创,16.08
161,162,液冷概念,BK1138,922.7,6.13,0.67,902262032000,0.0,26,19,双良节能,10.08
162,163,增强现实,BK0801,994.05,6.6,0.67,580157904000,0.0,25,10,纬达光电,14.2
163,164,互联金融,BK0637,4517.05,29.62,0.66,18293926912000,0.0,84,75,凌志软件,20.03
164,165,数据确权,BK1118,1415.69,9.28,0.66,283476960000,0.0,16,11,三未信安,20.0
165,166,生物识别,BK0970,1371.16,8.85,0.65,1028447248000,0.0,18,16,川大智胜,10.01
166,167,无人机,BK0704,1881.42,12.13,0.65,2421271312000,0.0,76,51,中电兴发,10.06
167,168,雄安新区,BK0813,858.56,5.53,0.65,2732671632000,0.0,69,58,新动力,16.31
168,169,储能,BK0989,1583.14,10.12,0.64,7596425216000,0.0,156,95,海泰新能,21.38
169,170,口罩,BK0911,1412.07,8.96,0.64,2750801584000,0.0,67,52,格林精密,20.0
170,171,东数西算,BK1064,1283.98,8.08,0.63,828919504000,0.0,26,16,立昂技术,20.04
171,172,存储芯片,BK1137,1261.77,7.85,0.63,937591008000,0.0,21,18,恒烁股份,19.91
172,173,乡村振兴,BK0834,1298.83,8.03,0.62,1345468928000,0.0,65,42,立昂技术,20.04
173,174,磁悬浮概念,BK0975,1607.89,9.9,0.62,793337744000,0.0,14,7,四川长虹,10.01
174,175,化妆品概念,BK0974,1017.65,6.25,0.62,699863856000,0.0,21,23,芭薇股份,14.35
175,176,百度概念,BK0845,1449.11,8.86,0.62,2431495600000,0.0,63,51,凌志软件,20.03
176,177,量子通信,BK0710,2229.24,13.44,0.61,1277481632000,0.0,19,20,迪普科技,20.01
177,178,北斗导航,BK0629,5248.78,30.92,0.59,937178000000,0.0,41,22,波导股份,10.07
178,179,京津冀,BK0684,1570.67,9.09,0.58,635525488000,0.0,22,18,华夏幸福,10.14
179,180,核能核电,BK0577,1857.14,10.59,0.57,2827232704000,0.0,67,39,崇德科技,19.98
180,181,海工装备,BK0601,1528.12,8.71,0.57,1221064432000,0.0,20,14,中国长城,9.98
181,182,5G概念,BK0714,1129.88,6.43,0.57,7788787456000,0.0,154,102,创意信息,19.91
182,183,国产芯片,BK0891,2836.22,16.14,0.57,9186078208000,0.0,148,130,北鼎股份,20.04
183,184,啤酒概念,BK1073,963.16,5.47,0.57,226906212000,0.0,9,4,兰州黄河,9.97
184,185,NFT概念,BK0997,1385.4,7.85,0.57,503561760000,0.0,26,20,贝因美,10.07
185,186,充电桩,BK0700,2113.68,11.78,0.56,3991867920000,0.0,113,62,中电兴发,10.06
186,187,东北振兴,BK0838,1062.05,5.85,0.55,650623776000,0.0,27,20,东安动力,10.04
187,188,AB股,BK0498,10889.08,59.73,0.55,1398279488000,0.0,28,29,皇庭国际,10.06
188,189,氢能源,BK0864,1010.49,5.45,0.54,4647939328000,0.0,114,85,海泰新能,21.38
189,190,国产软件,BK0696,2934.22,15.81,0.54,2893089504000,0.0,102,74,创意信息,19.91
190,191,氦气概念,BK0949,1380.4,7.43,0.54,96474263000,0.0,5,1,侨源股份,2.43
191,192,阿里概念,BK0689,2132.04,11.41,0.54,2877926928000,0.0,42,44,寒武纪-U,18.81
192,193,换电概念,BK0985,1164.29,6.21,0.54,796283232000,0.0,17,19,博力威,17.91
193,194,复合集流体,BK1113,712.12,3.79,0.54,171465513000,0.0,13,7,沃格光电,9.99
194,195,体外诊断,BK0841,1154.34,6.06,0.53,980744400000,0.0,16,27,浩欧博,20.0
195,196,军工,BK0490,56758.43,292.47,0.52,5835961344000,0.0,222,170,西菱动力,20.03
196,197,基金重仓,BK0536,10227.78,52.34,0.51,10973907200000,0.0,71,56,寒武纪-U,18.81
197,198,西部大开发,BK0590,2567.56,13.05,0.51,11025206528000,0.0,241,218,立昂技术,20.04
198,199,工业互联,BK0832,1827.35,9.27,0.51,4137883984000,0.0,84,59,迪普科技,20.01
199,200,工业大麻,BK0856,1542.24,7.68,0.5,413792336000,0.0,13,21,朗源股份,20.0
200,201,智能机器,BK0640,4028.59,20.05,0.5,3238337968000,0.0,84,52,机科股份,14.63
201,202,创投,BK0506,13824.76,68.43,0.5,4429776640000,0.0,128,113,ST峡创,16.08
202,203,猪肉概念,BK0882,1213.96,5.88,0.49,918046688000,0.0,16,7,巨星农牧,9.44
203,204,手游概念,BK0642,1065.95,5.16,0.49,741381584000,0.0,16,21,冰川网络,19.98
204,205,Sora概念,BK1159,1327.38,6.42,0.49,315036992000,0.0,20,14,电广传媒,10.01
205,206,机构重仓,BK0552,12892.43,62.13,0.48,42037790464000,0.0,404,344,豆神教育,20.02
206,207,预盈预增,BK0571,4076.87,19.6,0.48,11331033600000,0.0,360,290,建新股份,20.02
207,208,世界杯,BK1105,1434.18,6.89,0.48,2410149744000,0.0,7,7,海信视像,9.58
208,209,预亏预减,BK0570,1779.3,8.53,0.48,5745105152000,0.0,225,238,天微电子,19.65
209,210,免税概念,BK0927,1122.96,5.37,0.48,925102800000,0.0,14,9,海南高速,9.97
210,211,苹果概念,BK0666,2804.32,13.32,0.48,2668087024000,0.0,61,38,惠伦晶体,19.93
211,212,机器人概念,BK1090,1302.15,6.1,0.47,4885533184000,0.0,180,120,格林精密,20.0
212,213,减速器,BK1100,993.46,4.52,0.46,398545184000,0.0,29,18,光洋股份,9.96
213,214,垃圾分类,BK0873,1293.87,5.88,0.46,783539120000,0.0,47,34,机科股份,14.63
214,215,深股通,BK0804,949.64,4.31,0.46,29446207744000,0.0,635,515,立昂技术,20.04
215,216,参股银行,BK0525,9789.07,43.66,0.45,11089434880000,0.0,91,78,瑞贝卡,10.1
216,217,毛发医疗,BK0996,823.73,3.64,0.44,94201683000,0.0,9,4,朗姿股份,10.02
217,218,网红直播,BK0940,573.32,2.51,0.44,1457899696000,0.0,40,54,北鼎股份,20.04
218,219,国企改革,BK0683,4055.5,17.74,0.44,36860799488000,0.0,554,486,宏裕包材,21.81
219,220,参股新三板,BK0600,2295.75,10.04,0.44,1370231648000,0.0,50,34,万润科技,9.99
220,221,鸿蒙概念,BK0953,1439.26,6.29,0.44,2021833120000,0.0,51,34,润和软件,10.94
221,222,富时罗素,BK0867,1459.95,6.38,0.44,61420518144000,0.0,539,456,豆神教育,20.02
