,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日连板_含一字,BK1051,484.12,31.31,6.91,399497008000,1.3,41,2,渤海租赁,9.93
1,2,昨日连板,BK0816,96062.32,5413.65,5.97,281731360000,1.56,28,2,华映科技,10.0
2,3,昨日涨停_含一字,BK1050,35832.15,1514.76,4.41,2033469632000,1.91,154,32,渤海租赁,9.93
3,4,昨日涨停,BK0815,189.74,7.18,3.93,1862267456000,2.08,136,32,华映科技,10.0
4,5,气溶胶检测,BK1065,1193.97,33.53,2.89,219226093000,0.12,9,2,禾信仪器,20.01
5,6,碳纤维,BK1171,1157.31,26.05,2.3,348424208000,0.44,26,7,通易航天,29.94
6,7,通用航空,BK0625,5789.88,113.19,1.99,1195043200000,0.71,31,9,华夏幸福,10.14
7,8,大飞机,BK0814,1327.02,22.88,1.75,1840856288000,0.47,78,19,能科科技,10.0
8,9,赛马概念,BK0709,642.79,10.29,1.63,17769239000,0.51,3,1,海南瑞泽,3.93
9,10,纳米银,BK0855,1672.15,26.28,1.6,119027431000,2.14,9,1,*ST有树,5.36
10,11,供销社概念,BK1109,944.3,13.96,1.5,117268268000,0.18,9,5,新力金融,10.01
11,12,军民融合,BK0808,1492.76,21.81,1.48,2978007424000,0.51,140,34,能科科技,10.0
12,13,ST股,BK0511,5226.07,76.18,1.48,364109584000,0.33,90,24,ST旭蓝,5.0
13,14,可控核聚变,BK1163,1213.69,16.98,1.42,376190560000,0.84,13,5,联创光电,10.01
14,15,租售同权,BK0822,822.63,11.48,1.42,506388304000,0.35,17,1,张江高科,4.2
15,16,化债(AMC)概念,BK0980,1063.16,14.74,1.41,1233884368000,0.64,35,18,新力金融,10.01
16,17,商汤概念,BK0942,1072.95,14.58,1.38,480352320000,1.12,9,5,上海电气,9.99
17,18,屏下摄像,BK0947,979.89,13.17,1.36,531714304000,0.57,7,3,联合光电,3.94
18,19,商业航天,BK0963,1436.1,18.8,1.33,1497236080000,0.65,108,34,联创光电,10.01
19,20,并购重组概念,BK1181,1064.09,13.85,1.32,1248055328000,0.8,40,27,禾信仪器,20.01
20,21,低价股,BK1053,887.22,11.42,1.3,1992078080000,0.36,175,40,华夏幸福,10.14
21,22,地热能,BK0622,3138.8,39.96,1.29,93101926000,0.21,5,6,海立股份,9.98
22,23,装配建筑,BK0945,916.94,11.67,1.29,1556822752000,0.32,66,20,华建集团,10.04
23,24,抖音小店,BK0928,938.78,11.92,1.29,172560581000,0.29,14,6,天地在线,10.0
24,25,纾困概念,BK0851,1579.4,20.02,1.28,428705392000,0.63,31,18,爱施德,10.01
25,26,氦气概念,BK0949,1402.72,16.83,1.21,98214162000,0.29,8,3,蜀道装备,10.99
26,27,土壤修复,BK1070,761.98,9.13,1.21,194630452000,0.73,20,11,兴源环境,16.6
27,28,军工,BK0490,56941.33,674.44,1.2,5885035520000,0.44,349,134,英洛华,10.06
28,29,培育钻石,BK1023,926.71,10.6,1.16,131314663000,0.3,7,3,惠丰钻石,9.43
29,30,电子车牌,BK0982,1276.56,14.55,1.15,160396670000,0.43,8,7,经纬辉开,19.96
30,31,新型城镇化,BK1080,834.39,9.39,1.14,415875152000,0.64,77,13,大千生态,9.97
31,32,小金属概念,BK0695,2331.91,26.24,1.14,2840723088000,0.31,82,26,英洛华,10.06
32,33,无人机,BK0704,1874.44,20.72,1.12,2497449872000,0.56,105,43,中航沈飞,10.01
33,34,钒电池,BK1095,1168.16,12.85,1.11,571433808000,0.71,14,6,上海电气,9.99
34,35,智慧灯杆,BK1069,1328.75,14.47,1.1,126992286000,1.03,18,7,华体科技,9.98
35,36,磷化工,BK1010,686.31,7.35,1.08,679140592000,0.25,27,8,川发龙蟒,10.0
36,37,减速器,BK1100,1069.79,11.45,1.08,415841552000,1.17,26,28,英洛华,10.06
37,38,低空经济,BK1166,1295.73,13.81,1.08,2868238480000,0.57,148,64,渤海租赁,9.93
38,39,3D摄像头,BK0901,1423.95,15.01,1.07,590273712000,0.98,9,2,联创电子,2.11
39,40,中超概念,BK0635,2190.51,22.62,1.04,220639708000,0.06,3,5,华夏幸福,10.14
40,41,刀片电池,BK0951,2084.43,21.52,1.04,1009208432000,0.41,8,5,和胜股份,8.05
41,42,超导概念,BK0679,3693.67,38.08,1.04,238155742000,0.34,9,6,联创光电,10.01
42,43,锂矿概念,BK1173,1183.69,12.15,1.04,2429400640000,0.26,25,12,川发龙蟒,10.0
43,44,天基互联,BK0921,1380.97,14.08,1.03,526646576000,0.78,30,7,华体科技,9.98
44,45,PEEK材料概念,BK1156,1056.47,10.23,0.98,222231227000,0.45,16,6,光威复材,5.7
45,46,柔性屏(折叠屏),BK1160,1335.02,12.92,0.98,969045008000,0.65,48,22,华映科技,10.0
46,47,全息技术,BK0699,2013.29,19.27,0.97,144930675000,0.28,5,5,联创光电,10.01
47,48,房屋检测,BK1179,1241.39,11.78,0.96,218704980000,0.41,28,6,华建集团,10.04
48,49,LED,BK0580,3028.2,28.65,0.96,1324805856000,0.36,60,31,联创光电,10.01
49,50,UWB概念,BK0880,1484.69,14.04,0.95,396206656000,0.4,13,7,机器人,5.82
50,51,航母概念,BK0715,862.76,7.91,0.93,1226036896000,0.14,26,8,中航西飞,4.46
51,52,钠离子电池,BK0988,1182.28,10.67,0.91,1884757664000,0.37,33,18,万润新能,19.98
52,53,参股保险,BK0604,2227.31,20.09,0.91,5591421696000,0.12,48,31,渤海租赁,9.93
53,54,光伏建筑一体化,BK0978,1259.65,11.0,0.88,1119607952000,0.41,47,31,宝鹰股份,7.57
54,55,上海自贸,BK0643,2711.28,23.41,0.87,901607184000,0.16,24,8,海立股份,9.98
55,56,民爆概念,BK1066,1252.7,10.8,0.87,141609832000,0.25,7,6,航天智造,7.03
56,57,拼多多概念,BK0957,918.43,7.78,0.85,105462663000,0.4,12,11,天地在线,10.0
57,58,环氧丙烷,BK1011,509.84,4.26,0.84,335953136000,0.12,10,3,航锦科技,5.43
58,59,海绵城市,BK0724,893.28,7.42,0.84,281509760000,0.41,23,9,蒙草生态,6.94
59,60,OLED,BK0840,2434.72,19.88,0.82,2093905056000,0.56,82,42,华映科技,10.0
60,61,固态电池,BK0968,1432.38,11.51,0.81,4434312192000,0.24,98,55,万润新能,19.98
61,62,沪企改革,BK0672,2548.91,20.48,0.81,949653456000,0.5,21,14,华建集团,10.04
62,63,机器视觉,BK0998,1277.88,10.14,0.8,386952096000,1.45,34,29,巨能股份,12.97
63,64,石墨烯,BK0617,1825.04,14.38,0.79,824438512000,0.24,50,19,宁新新材,12.13
64,65,稀缺资源,BK0519,23231.73,182.02,0.79,3230910800000,0.21,48,30,炼石航空,9.0
65,66,北斗导航,BK0629,5150.51,40.18,0.79,916741392000,0.8,60,16,中国长城,7.32
66,67,数字货币,BK0883,1618.49,12.22,0.76,831408384000,0.44,52,21,吉大正元,6.9
67,68,京津冀,BK0684,1601.91,12.04,0.76,645112336000,0.38,36,13,华夏幸福,10.14
68,69,玻璃基板,BK1175,1304.9,9.67,0.75,519472416000,0.26,22,12,华映科技,10.0
69,70,PPP模式,BK0721,657.64,4.87,0.75,2407971008000,0.26,87,51,华夏幸福,10.14
70,71,数字水印,BK1129,902.34,6.66,0.74,97657328000,0.38,10,6,吉大正元,6.9
71,72,时空大数据,BK1130,1197.01,8.5,0.72,138413225000,0.36,17,5,航宇微,2.26
