,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,航天航空,BK0480,46641.63,1819.94,4.06,1038649936000,0.63,43,2,中航沈飞,10.01
1,2,多元金融,BK0738,665.05,16.16,2.49,544418848000,0.65,17,4,渤海租赁,9.93
2,3,房地产服务,BK1045,1117.08,23.11,2.11,94290072000,0.97,18,0,云南城投,7.06
3,4,橡胶制品,BK1018,1349.52,22.84,1.72,278976512000,0.4,17,11,通易航天,29.94
4,5,房地产开发,BK0451,13242.14,196.66,1.51,1211746224000,0.28,82,9,华夏幸福,10.14
5,6,装修装饰,BK0725,484.75,7.18,1.5,120951902000,0.9,27,9,聚力文化,10.18
6,7,化肥行业,BK0731,1322.0,16.11,1.23,387601328000,0.4,21,3,川发龙蟒,10.0
7,8,小金属,BK1027,1913.82,23.12,1.22,681555312000,0.62,26,11,英洛华,10.06
8,9,电机,BK1030,1669.45,20.1,1.22,179603740000,0.63,10,15,科力尔,10.03
9,10,有色金属,BK0478,16108.86,185.9,1.17,1117889888000,0.26,61,10,和胜股份,8.05
10,11,采掘行业,BK1017,1111.43,12.78,1.16,312716144000,0.1,13,6,金石资源,6.26
11,12,光学光电子,BK1038,1416.28,15.81,1.13,1107916384000,0.49,68,32,华映科技,10.0
12,13,电子化学品,BK1039,1562.7,16.82,1.09,275384912000,0.51,21,4,格林达,3.34
13,14,电池,BK1033,894.42,9.5,1.07,1986750208000,0.23,49,25,万润新能,19.98
14,15,石油行业,BK0464,5260.95,55.57,1.07,3697010608000,0.03,18,3,岳阳兴长,3.86
15,16,工程咨询服务,BK0726,691.91,6.39,0.93,190359556000,0.31,36,6,华建集团,10.04
16,17,玻璃玻纤,BK0546,33980.21,297.33,0.88,338456848000,0.18,16,6,戈碧迦,5.39
17,18,能源金属,BK1015,486.35,4.11,0.85,345753552000,0.26,10,2,威领股份,4.01
18,19,工程建设,BK0425,21783.61,181.87,0.84,1538562256000,0.2,41,23,大千生态,9.97
19,20,船舶制造,BK0729,842.37,6.7,0.8,404701952000,0.11,7,1,天海防务,2.36
20,21,非金属材料,BK1020,1181.02,9.34,0.8,365693216000,0.4,19,13,宁新新材,12.13
21,22,电源设备,BK1034,1612.85,12.53,0.78,372928672000,1.13,13,14,上海电气,9.99
22,23,综合行业,BK0539,9663.02,69.87,0.73,196602643000,0.78,14,5,山高环能,2.32
23,24,仪器仪表,BK0458,13287.6,91.14,0.69,278085728000,0.59,41,30,禾信仪器,20.01
24,25,化学原料,BK1019,739.35,4.76,0.65,835945088000,0.12,57,18,英 力 特,5.75
25,26,汽车服务,BK1016,878.15,5.38,0.62,64705584000,0.43,7,5,德众汽车,7.91
26,27,燃气,BK1028,1448.93,7.89,0.55,278657760000,0.18,21,10,ST金鸿,3.57
27,28,农药兽药,BK0730,931.9,5.06,0.55,260135397000,0.15,26,19,蓝丰生化,10.06
28,29,软件开发,BK0737,973.82,5.27,0.54,2100714800000,0.45,111,73,能科科技,10.0
29,30,包装材料,BK0733,925.25,4.95,0.54,124460520000,0.23,20,6,珠海中富,4.23
30,31,环保行业,BK0728,398.06,2.07,0.52,609772864000,0.52,70,42,兴源环境,16.6
31,32,水泥建材,BK0424,23840.09,121.67,0.51,373048224000,0.24,10,14,富煌钢构,10.04
32,33,钢铁行业,BK0479,7082.63,35.9,0.51,847064400000,0.2,29,11,百甲科技,4.84
33,34,贸易行业,BK0484,9215.39,46.66,0.51,315164048000,0.32,22,10,ST沪科,4.39
34,35,互联网服务,BK0447,20759.63,100.04,0.48,1587349952000,0.5,86,52,美登科技,6.11
35,36,电子元件,BK0459,22114.17,105.76,0.48,1837739456000,0.29,83,53,成电光信,10.88
36,37,航运港口,BK0450,10003.6,46.7,0.47,1057283344000,0.06,12,17,凤凰航运,10.08
37,38,通用设备,BK0545,28930.71,124.13,0.43,1088688880000,0.65,92,114,旺成科技,30.0
38,39,纺织服装,BK0436,9590.85,39.62,0.41,485841584000,0.21,54,39,日播时尚,9.99
39,40,塑料制品,BK0454,11741.97,46.29,0.4,354480192000,0.32,48,33,横河精密,12.43
40,41,专业服务,BK1043,1128.51,4.41,0.39,201617262000,0.21,22,12,青矩技术,5.71
