,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日涨停_含一字,BK1050,30373.79,2230.56,7.93,1984994368000,0.0,177,5,矩阵股份,20.03
1,2,昨日涨停,BK0815,166.88,12.02,7.76,1782436608000,0.0,156,5,微创光电,29.99
2,3,昨日连板_含一字,BK1051,380.06,26.02,7.35,379613856000,0.0,54,2,皇庭国际,10.14
3,4,昨日连板,BK0816,79866.88,4835.72,6.44,224235931000,0.0,34,2,上工申贝,10.04
4,5,并购重组概念,BK1181,1034.97,34.97,3.5,1158735216000,0.0,41,10,旭杰科技,29.98
5,6,TOPCon电池,BK1097,796.25,25.76,3.34,745293760000,0.0,35,6,时创能源,12.71
6,7,BC电池,BK1148,921.37,29.65,3.33,462104576000,0.0,17,5,同享科技,13.19
7,8,股权转让,BK0803,623.31,15.85,2.61,175106964000,0.0,18,12,微创光电,29.99
8,9,HIT电池,BK0908,2460.89,54.16,2.25,791740560000,0.0,28,10,时创能源,12.71
9,10,IPv6,BK0897,1237.47,24.42,2.01,533966896000,0.0,7,2,大唐电信,10.02
10,11,钒电池,BK1095,1078.58,20.6,1.95,497996656000,0.0,16,3,上海电气,10.02
11,12,富士康,BK0842,1562.73,29.42,1.92,372909552000,0.0,16,10,科创新源,20.02
12,13,钙钛矿电池,BK1094,756.8,13.89,1.87,539064112000,0.0,23,6,宝馨科技,10.0
13,14,可控核聚变,BK1163,1138.34,20.55,1.84,322195424000,0.0,11,6,上海电气,10.02
14,15,广电,BK0904,1421.52,25.02,1.79,247208736000,0.0,16,6,万隆光电,18.5
15,16,房屋检测,BK1179,1249.21,19.25,1.57,222987879000,0.0,26,6,旭杰科技,29.98
16,17,全息技术,BK0699,1901.99,29.12,1.55,133843898000,0.0,5,5,联创光电,9.99
17,18,麒麟电池,BK1092,1128.61,17.01,1.53,1226402896000,0.0,4,5,科创新源,20.02
18,19,MicroLED,BK0948,966.26,14.29,1.5,455850016000,0.0,14,2,深康佳Ａ,9.98
19,20,沪企改革,BK0672,2430.81,35.38,1.48,910474896000,0.0,26,8,上工申贝,10.04
20,21,地热能,BK0622,3145.77,45.32,1.46,92314298000,0.0,8,5,澳柯玛,10.02
21,22,被动元件,BK0976,1286.74,18.27,1.44,383949488000,0.0,18,6,高斯贝尔,9.73
22,23,碳化硅,BK0977,1280.36,18.15,1.44,551904192000,0.0,23,7,科创新源,20.02
23,24,3D玻璃,BK0881,1029.64,14.54,1.43,264445751000,0.0,10,4,安彩高科,10.1
24,25,啤酒概念,BK1073,966.27,13.5,1.42,232974140000,0.0,11,2,乐惠国际,5.93
25,26,光伏建筑一体化,BK0978,1252.15,17.47,1.41,1173806544000,0.0,53,17,旭杰科技,29.98
26,27,汽车一体化压铸,BK1093,1041.96,14.49,1.41,283546944000,0.0,18,7,机科股份,13.7
27,28,屏下摄像,BK0947,889.93,12.37,1.41,501815792000,0.0,7,1,*ST合泰,5.33
28,29,通用航空,BK0625,5388.16,74.09,1.39,1094623840000,0.0,23,7,中化岩土,10.03
29,30,REITs概念,BK0992,790.14,10.72,1.38,905046304000,0.0,17,2,华远地产,9.64
30,31,壳资源,BK0820,904.79,11.98,1.34,246640152000,0.0,45,22,祥龙电业,10.03
31,32,租售同权,BK0822,778.82,9.93,1.29,485778032000,0.0,11,3,皇庭国际,10.14
32,33,粤港自贸,BK0677,2802.36,35.57,1.29,1059390368000,0.0,42,12,海能达,10.02
33,34,低碳冶金,BK0979,917.84,11.63,1.28,300588080000,0.0,4,0,八一钢铁,4.64
34,35,蓝宝石,BK0674,2525.4,31.82,1.28,547426992000,0.0,16,1,TCL中环,9.88
35,36,工业母机,BK1004,1250.99,15.62,1.26,1146244576000,0.0,42,24,机科股份,13.7
36,37,Sora概念,BK1159,1299.41,16.21,1.26,310624544000,0.0,20,11,格灵深瞳,17.73
37,38,AB股,BK0498,10617.51,131.5,1.25,1383671392000,0.0,40,13,皇庭国际,10.14
38,39,机器视觉,BK0998,1257.41,15.05,1.21,370764976000,0.0,29,25,格灵深瞳,17.73
39,40,MiniLED,BK0902,1626.13,18.89,1.18,877435840000,0.0,33,17,乾照光电,12.73
40,41,商汤概念,BK0942,1019.63,11.63,1.15,424768752000,0.0,10,3,上海电气,10.02
41,42,国资云概念,BK1008,1350.99,15.23,1.14,328728992000,0.0,11,3,常山北明,9.99
