,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日连板_含一字,BK1051,241.88,12.18,5.3,176358475000,0.0,24,2,光智科技,19.99
1,2,昨日连板,BK0816,58727.51,2335.29,4.14,135132982000,0.0,16,1,重庆建工,10.0
2,3,昨日涨停_含一字,BK1050,21392.6,622.67,3.0,378381424000,0.0,53,12,光智科技,19.99
3,4,昨日涨停,BK0815,118.42,2.47,2.13,349230752000,0.0,44,12,重庆建工,10.0
4,5,租售同权,BK0822,748.39,8.06,1.09,490175952000,0.0,13,5,我爱我家,3.28
5,6,阿兹海默,BK0894,1516.14,6.79,0.45,133893014000,0.0,3,7,双成药业,5.62
6,7,REITs概念,BK0992,734.05,2.05,0.28,890102400000,0.0,11,12,光大嘉宝,5.59
7,8,赛马概念,BK0709,557.56,-0.43,-0.08,15761115000,0.0,1,3,海南瑞泽,1.33
8,9,ST股,BK0511,4311.67,-19.4,-0.45,297870864000,0.0,18,77,*ST中润,5.26
9,10,重组蛋白,BK1063,705.0,-3.35,-0.47,150935999000,0.0,4,10,迈威生物-U,1.5
10,11,黄金概念,BK0547,10664.5,-52.3,-0.49,1568223648000,0.0,16,36,*ST中润,5.26
11,12,中超概念,BK0635,1851.67,-9.15,-0.49,214297662000,0.0,2,5,华夏幸福,0.7
12,13,举牌,BK0685,1758.67,-9.86,-0.56,48962301000,0.0,2,6,江南水务,2.57
13,14,肝素概念,BK0944,787.5,-4.47,-0.56,199427948000,0.0,2,9,常山药业,2.6
14,15,成渝特区,BK0534,15578.18,-93.38,-0.6,2154869056000,0.0,14,67,大宏立,9.47
15,16,汽车拆解,BK0943,872.01,-5.36,-0.61,225854340000,0.0,5,11,*ST东园,1.52
16,17,土地流转,BK0632,1366.37,-8.48,-0.62,393136112000,0.0,9,35,中交地产,2.94
17,18,抗菌面料,BK1116,969.59,-6.08,-0.62,65793888000,0.0,2,13,欣贺股份,2.84
18,19,B股,BK0636,846.94,-5.37,-0.63,426416992000,0.0,1,24,XD伊泰Ｂ,1.62
19,20,煤化工,BK0492,7941.64,-51.79,-0.65,2512387984000,0.0,5,59,ST百利,4.97
20,21,京津冀,BK0684,1397.84,-9.16,-0.65,536032672000,0.0,9,40,空港股份,2.73
21,22,毛发医疗,BK0996,754.76,-5.1,-0.67,87427166000,0.0,2,11,ST美谷,2.71
22,23,万达概念,BK0831,847.07,-6.09,-0.71,506211248000,0.0,2,13,国中水务,2.06
23,24,装配建筑,BK0945,806.65,-5.87,-0.72,1426789584000,0.0,16,67,成都路桥,10.16
24,25,破净股,BK1112,1090.3,-8.42,-0.77,18395825152000,0.0,51,412,成都路桥,10.16
25,26,熔盐储能,BK1103,613.62,-4.79,-0.77,64477217000,0.0,1,7,西子洁能,0.71
26,27,地下管网,BK1058,828.6,-6.49,-0.78,284616528000,0.0,8,32,青龙管业,2.11
27,28,抽水蓄能,BK1003,1145.74,-9.01,-0.78,894680080000,0.0,1,27,深水规院,1.75
28,29,粮食概念,BK1086,631.81,-4.97,-0.78,157976030000,0.0,1,23,金健米业,0.97
29,30,特高压,BK0918,1508.71,-11.87,-0.78,1085083568000,0.0,10,69,经纬辉开,16.81
30,31,草甘膦,BK0950,1347.2,-10.67,-0.79,147745728000,0.0,2,11,扬农化工,1.19
31,32,超级真菌,BK0862,942.36,-7.5,-0.79,510214304000,0.0,2,17,联环药业,1.01
