,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,工程机械,BK0739,1343.21,5.52,0.41,595684240000,0.04,10,18,川润股份,7.63
1,2,贸易行业,BK0484,8885.77,34.85,0.39,303411712000,0.09,10,21,远大控股,10.06
2,3,农药兽药,BK0730,883.37,2.48,0.28,251953109000,0.06,19,26,雅本化学,13.18
3,4,橡胶制品,BK1018,1250.66,3.14,0.25,270825344000,0.05,5,26,海达股份,20.0
4,5,汽车整车,BK1029,1511.93,3.47,0.23,2113306336000,0.05,7,11,力帆科技,4.11
5,6,水泥建材,BK0424,22441.1,44.89,0.2,353831008000,0.03,9,16,龙泉股份,9.19
6,7,化纤行业,BK0471,11845.57,22.51,0.19,429240192000,0.02,7,19,恒天海龙,9.98
7,8,生物制品,BK1044,836.97,1.16,0.14,1291975152000,0.05,37,31,川宁生物,7.14
8,9,化学制药,BK0465,28214.35,33.64,0.12,1717477648000,0.03,47,74,科源制药,20.0
9,10,玻璃玻纤,BK0546,33054.42,28.56,0.09,344579104000,0.04,9,9,山东华鹏,9.98
10,11,汽车零部件,BK0481,30411.36,8.15,0.03,1567201168000,0.04,92,93,舜宇精工,9.49
11,12,家用轻工,BK0440,32772.76,3.48,0.01,251933466000,0.09,10,19,瑞贝卡,4.79
12,13,汽车服务,BK1016,805.26,-0.37,-0.05,62356081000,0.03,4,6,德众汽车,2.27
13,14,电力行业,BK0428,15557.73,-8.58,-0.06,3099204384000,0.01,13,53,电投产融,10.09
14,15,物流行业,BK0422,6046.77,-6.06,-0.1,1123117056000,0.01,10,37,万林物流,10.06
15,16,中药,BK1040,1393.18,-1.52,-0.11,944747312000,0.02,21,46,生物谷,3.42
16,17,化学原料,BK1019,709.73,-0.96,-0.14,819963968000,0.01,14,52,美邦科技,17.46
17,18,化肥行业,BK0731,1246.11,-1.69,-0.14,348863824000,0.06,3,18,川发龙蟒,9.08
18,19,仪器仪表,BK0458,12404.07,-18.01,-0.14,265047570000,0.03,13,46,必创科技,10.29
19,20,商业百货,BK0482,12796.13,-19.37,-0.15,432739952000,0.02,13,38,ST步步高,3.24
20,21,农牧饲渔,BK0433,11887.84,-19.54,-0.16,939548144000,0.04,20,55,东方集团,9.95
21,22,石油行业,BK0464,5045.87,-8.39,-0.17,3854128992000,0.0,3,14,东华能源,2.09
22,23,教育,BK0740,589.24,-1.06,-0.18,79319782000,0.1,3,12,*ST开元,12.9
23,24,通信设备,BK0448,12132.56,-24.36,-0.2,1481728448000,0.11,27,69,海能达,9.92
24,25,通信服务,BK0736,980.22,-1.99,-0.2,3227984096000,0.02,8,27,嘉环科技,7.74
25,26,包装材料,BK0733,861.0,-1.78,-0.21,116912381000,0.03,7,13,王子新材,1.13
26,27,工程咨询服务,BK0726,664.19,-1.45,-0.22,184526037000,0.06,10,26,ST百利,4.29
27,28,塑料制品,BK0454,11034.41,-24.13,-0.22,342298864000,0.04,23,49,至正股份,10.0
28,29,多元金融,BK0738,570.15,-1.27,-0.22,470334080000,0.03,2,20,仁东控股,10.0
29,30,公用事业,BK0427,7773.62,-17.88,-0.23,187990837000,0.04,4,17,国中水务,3.56
30,31,采掘行业,BK1017,1097.75,-2.64,-0.24,308309904000,0.02,3,14,仁智股份,7.48
31,32,医疗器械,BK1041,775.96,-1.92,-0.25,1329971824000,0.03,27,74,辰光医疗,8.49
32,33,铁路公路,BK0421,8072.08,-20.08,-0.25,423715728000,0.01,4,18,中原高速,0.75
33,34,燃气,BK1028,1404.94,-3.65,-0.26,278258192000,0.0,5,23,ST浩源,0.5
34,35,纺织服装,BK0436,9169.98,-24.55,-0.27,483248128000,0.02,22,57,ST摩登,5.36
35,36,电网设备,BK0457,23246.07,-62.78,-0.27,1239278944000,0.03,33,85,中熔电气,7.21
36,37,通用设备,BK0545,27184.5,-77.01,-0.28,1037807104000,0.05,53,136,华东重机,9.99
37,38,专用设备,BK0910,2141.5,-6.11,-0.28,1382273088000,0.05,66,164,泰禾智能,10.03
38,39,银行,BK0475,3585.98,-11.12,-0.31,12617405696000,0.0,3,33,南京银行,0.39
39,40,航运港口,BK0450,9573.6,-31.0,-0.32,1051733696000,0.01,4,23,盛航股份,2.04
40,41,工程建设,BK0425,19825.57,-65.6,-0.33,1518438496000,0.02,11,52,成都路桥,9.96
41,42,化学制品,BK0538,21487.62,-71.16,-0.33,1265652496000,0.04,35,111,亚邦股份,8.62
42,43,食品饮料,BK0438,22241.45,-74.2,-0.33,1549797008000,0.02,23,86,金达威,8.59
43,44,旅游酒店,BK0485,13854.61,-46.25,-0.33,353535664000,0.01,3,31,西域旅游,1.39
44,45,非金属材料,BK1020,1083.78,-3.76,-0.35,359710464000,0.02,7,20,宁新新材,6.24
45,46,装修建材,BK0476,11313.11,-39.3,-0.35,435497536000,0.02,13,45,松发股份,9.99
46,47,交运设备,BK0429,8601.46,-30.55,-0.35,667490416000,0.03,10,26,宗申动力,4.18
47,48,钢铁行业,BK0479,6689.02,-23.96,-0.36,821482512000,0.0,9,33,酒钢宏兴,0.68
48,49,电机,BK1030,1568.07,-5.62,-0.36,167422727000,0.04,5,19,康平科技,1.79
49,50,医药商业,BK1042,943.5,-3.68,-0.39,327420592000,0.01,3,21,泰恩康,0.66
50,51,航空机场,BK0420,4502.89,-18.48,-0.41,646935456000,0.01,2,11,厦门空港,0.07
51,52,计算机设备,BK0735,1152.72,-4.74,-0.41,881741824000,0.08,10,35,恒银科技,4.16
52,53,房地产开发,BK0451,11800.62,-49.4,-0.42,1101954608000,0.01,9,66,天地源,5.99
53,54,家电行业,BK0456,17683.82,-74.75,-0.42,1939190336000,0.1,18,66,顺威股份,9.95
54,55,证券,BK0473,141699.94,-667.44,-0.47,3352930304000,0.04,2,47,天风证券,2.31
55,56,造纸印刷,BK0470,8081.52,-40.57,-0.5,239517263000,0.03,8,26,松炀资源,0.9
56,57,煤炭行业,BK0437,10948.52,-55.87,-0.51,1935521776000,0.01,4,28,电投能源,5.64
57,58,航天航空,BK0480,45566.85,-237.09,-0.52,1002870912000,0.07,15,28,航新科技,6.45
58,59,环保行业,BK0728,375.52,-2.05,-0.54,582542944000,0.03,21,81,远达环保,9.97
