,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日涨停_含一字,BK1050,42679.77,2171.87,5.36,1953329392000,0.0,130,15,科创新材,20.27
1,2,昨日涨停,BK0815,222.79,10.58,4.99,1697345312000,0.0,106,15,科创新材,20.27
2,3,昨日连板_含一字,BK1051,579.36,23.71,4.27,622048720000,0.0,51,9,西部创业,10.06
3,4,高带宽内存,BK1152,1012.3,38.76,3.98,144451029000,0.0,11,0,国芯科技,20.01
4,5,昨日连板,BK0816,111126.9,3977.06,3.71,420056144000,0.0,31,6,动力新科,10.04
5,6,Chiplet概念,BK1101,1520.17,44.18,2.99,590527312000,0.0,22,3,润欣科技,20.01
6,7,华为欧拉,BK1013,1902.15,53.25,2.88,371901136000,0.0,11,4,东方通,15.0
7,8,3D玻璃,BK0881,1248.95,26.03,2.13,290147872000,0.0,11,6,福能东方,19.97
8,9,EDA概念,BK0946,1278.13,26.55,2.12,273347760000,0.0,11,2,华大九天,12.34
9,10,北斗导航,BK0629,5791.12,109.93,1.93,1058044960000,0.0,55,13,杰创智能,14.46
10,11,天基互联,BK0921,1552.69,28.83,1.89,603143008000,0.0,31,5,中国卫通,9.98
11,12,汽车芯片,BK0969,1095.1,19.1,1.78,1010710128000,0.0,33,10,润欣科技,20.01
12,13,存储芯片,BK1137,1359.87,23.43,1.75,1004576368000,0.0,41,8,国芯科技,20.01
13,14,光刻机(胶),BK0884,2834.14,46.25,1.66,878473968000,0.0,57,18,东方嘉盛,10.01
14,15,中芯概念,BK0935,1331.13,21.47,1.64,2486544656000,0.0,46,10,有研新材,9.99
15,16,时空大数据,BK1130,1367.81,20.12,1.49,161176126000,0.0,14,6,中电兴发,10.09
16,17,商业航天,BK0963,1588.51,20.65,1.32,1669565760000,0.0,99,32,亚信安全,15.66
17,18,AI芯片,BK1127,1171.03,14.81,1.28,1096671392000,0.0,16,8,国芯科技,20.01
18,19,毫米波概念,BK1124,1500.52,18.12,1.22,474408528000,0.0,23,12,创远信科,11.84
19,20,3D摄像头,BK0901,1511.68,18.12,1.21,582460032000,0.0,7,2,*ST合泰,5.13
20,21,星闪概念,BK1149,1361.51,16.21,1.2,516194944000,0.0,15,15,国芯科技,20.01
21,22,氦气概念,BK0949,1509.14,17.18,1.15,104501359000,0.0,8,2,凯美特气,5.01
22,23,纳米银,BK0855,1818.41,20.25,1.13,125367723000,0.0,7,2,航天彩虹,5.04
23,24,半导体概念,BK0917,1653.96,17.87,1.09,7889668096000,0.0,202,93,润欣科技,20.01
24,25,量子通信,BK0710,2417.15,25.79,1.08,1363163952000,0.0,28,19,国芯科技,20.01
25,26,军民融合,BK0808,1623.6,16.56,1.03,3193936784000,0.0,111,47,东华软件,10.03
26,27,无线耳机,BK0893,1753.53,17.85,1.03,2141621472000,0.0,40,33,润欣科技,20.01
27,28,国产芯片,BK0891,3072.69,31.21,1.03,9802444032000,0.0,216,106,润欣科技,20.01
28,29,化债(AMC)概念,BK0980,1135.26,10.95,0.97,1160181920000,0.0,38,15,金桥信息,10.01
29,30,WiFi,BK0915,1141.68,10.99,0.97,534355712000,0.0,11,14,创远信科,11.84
30,31,海工装备,BK0601,1633.37,15.37,0.95,1309897856000,0.0,23,15,中国动力,10.02
31,32,数据安全,BK1047,939.88,8.82,0.95,907472352000,0.0,41,29,亚信安全,15.66
32,33,复合集流体,BK1113,805.95,7.56,0.95,195278424000,0.0,16,7,诺德股份,9.92
33,34,UWB概念,BK0880,1672.51,14.55,0.88,427458304000,0.0,6,11,中电兴发,10.09
34,35,大飞机,BK0814,1423.13,12.29,0.87,1988878064000,0.0,57,29,利君股份,10.01
35,36,OLED,BK0840,2623.06,22.18,0.85,2223063296000,0.0,77,41,弘信电子,20.0
36,37,华为海思,BK1180,1471.13,12.33,0.85,816934560000,0.0,26,9,和而泰,9.97
37,38,被动元件,BK0976,1369.48,11.44,0.84,408538304000,0.0,14,10,高斯贝尔,9.97
38,39,航母概念,BK0715,919.38,7.65,0.84,1291070576000,0.0,23,7,中国动力,10.02
39,40,注册制次新股,BK0971,724.95,6.0,0.83,724069568000,0.0,40,36,灿芯股份,19.99
40,41,富士康,BK0842,1634.88,13.47,0.83,383045808000,0.0,16,11,中钨高新,10.02
41,42,ST股,BK0511,5655.8,46.51,0.83,428898368000,0.0,60,46,ST旭蓝,5.29
42,43,屏下摄像,BK0947,1070.86,8.8,0.83,559127904000,0.0,8,2,*ST合泰,5.13
43,44,网络安全,BK0655,4275.81,34.28,0.81,4762779648000,0.0,63,56,国芯科技,20.01
44,45,氮化镓,BK0916,1261.01,10.05,0.8,1010545936000,0.0,30,12,和而泰,9.97
45,46,工业气体,BK0981,1545.38,12.18,0.79,405486896000,0.0,18,8,凯美特气,5.01
46,47,AI手机,BK1162,1353.05,10.58,0.79,773154240000,0.0,18,10,弘信电子,20.0
47,48,湖北自贸,BK0926,1486.38,11.57,0.78,360082432000,0.0,13,12,启迪环境,10.03
48,49,算力概念,BK1134,1317.94,10.08,0.77,6085700096000,0.0,66,60,弘信电子,20.0
49,50,生物识别,BK0970,1460.08,10.92,0.75,1089191424000,0.0,25,18,杰创智能,14.46
50,51,空间站概念,BK0994,1670.89,12.46,0.75,222745698000,0.0,12,3,中国卫星,4.98
51,52,地热能,BK0622,3417.05,24.83,0.73,104516467000,0.0,8,4,海立股份,9.99
52,53,英伟达概念,BK1161,1253.21,9.05,0.73,1315405072000,0.0,22,20,青云科技-U,18.97
53,54,次新股,BK0501,28055.78,200.96,0.72,745000176000,0.0,43,41,灿芯股份,19.99
54,55,蓝宝石,BK0674,2664.01,18.96,0.72,558229280000,0.0,11,5,奥瑞德,8.54
55,56,REITs概念,BK0992,891.97,6.23,0.7,963683344000,0.0,13,11,渤海股份,10.01
56,57,边缘计算,BK0860,1813.88,12.55,0.7,2622262512000,0.0,57,56,润欣科技,20.01
57,58,电子后视镜,BK1125,1508.11,10.42,0.7,345594144000,0.0,13,6,伟时电子,10.0
58,59,植物照明,BK1007,960.56,6.51,0.68,169175458000,0.0,8,5,崧盛股份,9.06
59,60,PLC概念,BK1119,1136.69,7.67,0.68,333150432000,0.0,7,2,英杰电气,5.57
60,61,液冷概念,BK1138,992.99,6.69,0.68,1007848592000,0.0,31,21,杰创智能,14.46
61,62,超级电容,BK0703,3518.94,23.68,0.68,665757360000,0.0,13,15,诺德股份,9.92
62,63,环氧丙烷,BK1011,541.62,3.63,0.67,353831296000,0.0,8,6,红 宝 丽,10.09
63,64,DRG/DIP,BK1054,1034.66,6.7,0.65,151513472000,0.0,11,6,东华软件,10.03
64,65,CPO概念,BK1128,2492.16,15.89,0.64,1390778272000,0.0,24,14,长飞光纤,10.0
65,66,汽车拆解,BK0943,1089.73,6.88,0.64,256089993000,0.0,6,9,启迪环境,10.03
66,67,军工,BK0490,61915.02,389.66,0.63,6376444928000,0.0,273,168,东方通,15.0
67,68,AIPC,BK1164,1420.21,8.79,0.62,869976336000,0.0,25,9,龙旗科技,3.47
68,69,5G概念,BK0714,1200.48,7.08,0.59,8050988800000,0.0,148,134,润欣科技,20.01
69,70,建筑节能,BK1076,904.56,5.33,0.59,202102966000,0.0,16,21,红 宝 丽,10.09
70,71,信创,BK1104,1682.95,9.86,0.59,3567124016000,0.0,116,98,青云科技-U,18.97
71,72,光通信模块,BK1136,1330.74,7.68,0.58,929818288000,0.0,32,18,长飞光纤,10.0
72,73,第三代半导体,BK0952,1400.62,8.05,0.58,1821139616000,0.0,68,28,长飞光纤,10.0
73,74,东数西算,BK1064,1346.3,7.72,0.58,909149600000,0.0,23,28,亚信安全,15.66
74,75,空气能热泵,BK1102,1235.37,7.08,0.58,1135074224000,0.0,14,13,日出东方,10.04
75,76,6G概念,BK0964,1445.96,8.27,0.58,538179792000,0.0,14,9,创远信科,11.84
76,77,可控核聚变,BK1163,1277.09,6.88,0.54,418246448000,0.0,8,8,炬光科技,5.13
77,78,无人驾驶,BK0802,1651.03,8.82,0.54,5527094528000,0.0,111,100,国芯科技,20.01
