,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
0,1,昨日连板_含一字,BK1051,658.48,39.16,6.32,103202156000,4.47,12,3,粤桂股份,9.97
1,2,昨日连板,BK0816,122692.19,6176.73,5.3,66588261000,3.92,8,2,三维化学,10.01
2,3,低碳冶金,BK0979,952.52,27.66,2.99,313614000000,0.42,6,2,河钢股份,7.83
3,4,破净股,BK1112,1252.18,34.28,2.81,20810430208000,0.33,364,35,海宁皮城,9.93
4,5,光伏高速公路,BK1096,1276.74,30.96,2.49,105796967000,0.52,6,1,现代投资,9.9
5,6,滨海新区,BK0566,9833.73,196.02,2.03,230147618000,0.98,15,7,滨海能源,10.02
6,7,昨日涨停_含一字,BK1050,44573.07,855.31,1.96,581534640000,5.73,49,29,粤桂股份,9.97
7,8,昨日涨停,BK0815,229.26,3.37,1.49,544144608000,5.77,44,27,粤桂股份,9.97
8,9,京津冀,BK0684,1621.88,22.56,1.41,624172768000,1.04,34,20,津投城开,10.05
9,10,有机硅,BK0961,1171.33,13.98,1.21,308186928000,0.72,20,9,硅宝科技,19.97
10,11,证金持股,BK0718,1316.65,15.48,1.19,37251236864000,0.19,168,63,佛塑科技,10.05
11,12,REITs概念,BK0992,829.15,9.31,1.14,911040176000,0.54,17,8,现代投资,9.9
12,13,万达概念,BK0831,1028.12,10.19,1.0,610972496000,0.43,11,3,上汽集团,10.02
13,14,退税商店,BK0933,1068.68,10.59,1.0,133882611000,0.26,7,3,豫园股份,4.19
14,15,RCEP概念,BK0962,965.86,9.18,0.96,190513371000,0.53,16,7,好想你,10.07
15,16,中特估,BK1139,1107.77,10.12,0.92,22624132096000,0.15,60,22,鞍钢股份,6.78
16,17,熔盐储能,BK1103,758.28,6.89,0.92,71587036000,0.7,5,4,东华科技,7.61
17,18,超超临界发电,BK1087,1174.16,9.39,0.81,925521552000,0.33,30,13,上海能源,7.21
18,19,草甘膦,BK0950,1478.31,11.59,0.79,159388236000,0.43,9,4,新安股份,2.78
19,20,煤化工,BK0492,8881.14,67.65,0.77,2549931456000,0.6,53,17,三维化学,10.01
20,21,汽车拆解,BK0943,1053.25,7.79,0.75,259524885000,0.78,7,9,交运股份,9.98
21,22,上证50_,BK0611,1836.29,13.41,0.74,26149515264000,0.1,34,16,上汽集团,10.02
22,23,AH股,BK0499,7672.81,55.08,0.72,32533678592000,0.15,97,50,美凯龙,9.97
23,24,央视50_,BK0610,2217.8,14.98,0.68,15227152128000,0.13,36,14,上汽集团,10.02
24,25,中超概念,BK0635,2190.75,13.58,0.62,227274584000,0.72,4,4,绿地控股,9.33
25,26,第四代半导体,BK1121,1473.12,9.11,0.62,118058485000,0.6,2,2,衢州发展,4.81
26,27,土地流转,BK0632,1576.28,9.43,0.6,444804432000,0.76,24,24,世荣兆业,10.05
27,28,天然气,BK0843,1302.21,7.67,0.59,4850439168000,0.2,80,45,郴电国际,10.05
28,29,抽水蓄能,BK1003,1251.88,6.99,0.56,943428944000,0.21,21,10,吉电股份,3.57
29,30,疫苗冷链,BK0941,1140.98,6.13,0.54,497596416000,0.47,14,15,嘉事堂,9.98
30,31,快递概念,BK0990,886.17,4.72,0.54,611830784000,0.68,23,17,佛塑科技,10.05
31,32,低价股,BK1053,932.81,4.86,0.52,2038143440000,0.86,124,76,津投城开,10.05
32,33,进口博览,BK0850,941.57,4.71,0.5,246547232000,0.43,8,7,美凯龙,9.97
33,34,参股券商,BK0514,13164.49,62.17,0.47,4346890752000,0.64,78,53,南京化纤,10.0
34,35,冷链物流,BK0852,1660.49,7.35,0.44,1501700800000,0.58,58,53,中储股份,10.08
35,36,肝素概念,BK0944,858.55,3.8,0.44,215001583000,0.33,8,5,力生制药,3.28
36,37,环氧丙烷,BK1011,532.94,2.33,0.44,342755168000,0.46,10,5,石大胜华,3.12
37,38,超级品牌,BK0811,2360.04,10.26,0.44,8765412352000,0.41,22,8,上汽集团,10.02
38,39,屏下摄像,BK0947,1040.26,4.47,0.43,542551680000,0.75,4,6,维信诺,10.02
39,40,参股保险,BK0604,2261.63,9.68,0.43,5621928704000,0.39,49,33,物产中大,9.96
40,41,碳基材料,BK1006,779.05,3.33,0.43,183315691000,0.7,9,10,翔丰华,10.83
41,42,统一大市场,BK1077,1079.61,4.6,0.43,365050976000,0.95,19,20,中储股份,10.08
42,43,参股期货,BK0524,28916.53,120.24,0.42,3303279696000,0.51,22,23,物产中大,9.96
43,44,青蒿素,BK0872,1510.63,5.71,0.38,287153904000,0.2,7,4,华润双鹤,2.22
44,45,中字头,BK0505,8498.69,29.66,0.35,16405055744000,0.22,60,45,中储股份,10.08
45,46,石墨烯,BK0617,1880.22,6.41,0.34,851131120000,0.73,30,39,佛塑科技,10.05
46,47,内贸流通,BK1001,1143.41,3.8,0.33,1450659200000,0.8,83,78,嘉事堂,9.98
47,48,工业气体,BK0981,1466.54,4.48,0.31,386229216000,0.46,10,17,诚志股份,10.01
48,49,绿色电力,BK1024,996.74,2.99,0.3,4716061952000,0.27,87,42,上海能源,7.21
49,50,超级电容,BK0703,3385.14,9.4,0.28,649808256000,0.83,16,17,黑牡丹,8.42
50,51,黄金概念,BK0547,11341.56,31.2,0.28,1528534064000,0.43,30,25,中国宝安,5.79
51,52,生物质能发电,BK1098,919.73,2.47,0.27,204057506000,0.44,16,9,民和股份,2.94
52,53,生态农业,BK0669,1189.4,3.14,0.26,272433200000,0.58,23,18,好想你,10.07
53,54,粤港自贸,BK0677,2905.65,7.66,0.26,1065263392000,0.77,38,30,世荣兆业,10.05
54,55,上证180_,BK0612,1505.44,3.96,0.26,41233256704000,0.17,106,71,上汽集团,10.02
55,56,标准普尔,BK0879,1441.8,3.76,0.26,57259685120000,0.38,591,443,海宁皮城,9.93
56,57,人造肉,BK0866,973.06,2.41,0.25,177956498000,1.53,9,9,诚志股份,10.01
57,58,GDR,BK0868,911.67,2.17,0.24,1504175792000,0.16,6,4,科达制造,1.44
58,59,地摊经济,BK0924,1694.62,3.81,0.23,607056096000,0.68,14,20,海宁皮城,9.93
59,60,维生素,BK0895,1645.3,3.57,0.22,419544496000,0.35,14,14,圣达生物,7.24
60,61,举牌,BK0685,2025.46,3.82,0.19,174882495000,0.85,9,5,赣粤高速,3.91
61,62,抗菌面料,BK1116,1117.92,1.88,0.17,76624287000,0.46,6,7,佛塑科技,10.05
62,63,B股,BK0636,938.65,1.56,0.17,441126928000,0.05,41,31,深南电B,4.37
63,64,装配建筑,BK0945,942.38,1.55,0.16,1576966480000,0.67,41,46,硅宝科技,19.97
64,65,免税概念,BK0927,1157.9,1.71,0.15,962392224000,0.52,15,15,友阿股份,6.71
65,66,租售同权,BK0822,782.62,1.09,0.14,479720128000,0.55,12,6,天健集团,4.49
66,67,IPO受益,BK0697,3067.05,4.12,0.13,2305299504000,0.6,29,25,南京化纤,10.0
67,68,可燃冰,BK0818,1128.2,1.26,0.11,314558528000,0.25,9,6,广州发展,3.59
68,69,鸡肉概念,BK0887,734.12,0.76,0.1,373010768000,0.27,11,9,益生股份,3.35
69,70,油气设服,BK0606,1537.08,1.43,0.09,1914876624000,0.39,32,31,辽宁成大,6.64
70,71,肝炎概念,BK1078,1125.03,0.91,0.08,435620656000,0.59,19,25,热景生物,9.97
71,72,独家药品,BK0676,2410.5,1.71,0.07,777622320000,0.37,21,17,吉林敖东,2.95
72,73,稀缺资源,BK0519,22652.79,15.57,0.07,3118819600000,0.31,40,36,上海能源,7.21
73,74,氢能源,BK0864,1037.27,0.5,0.05,4729722880000,0.42,107,127,三维化学,10.01
74,75,参股银行,BK0525,10014.95,4.52,0.05,11379093760000,0.41,126,89,佛塑科技,10.05
75,76,单抗概念,BK0870,1438.87,0.42,0.03,1403638752000,0.23,23,25,长春高新,4.57
